# wavelength[um] extinction_xsection[m^2/kg] ssa g
9.350000e+00 4.911953e-02 9.061701e-01 1.106934e-03
9.390000e+00 4.900110e-02 8.929687e-01 1.097528e-03
9.430000e+00 4.903056e-02 8.773743e-01 1.088241e-03
9.480000e+00 4.919102e-02 8.561937e-01 1.076797e-03
9.520000e+00 4.869529e-02 8.504537e-01 1.067771e-03
9.570000e+00 4.844068e-02 8.371830e-01 1.056648e-03
9.610000e+00 4.776978e-02 8.348838e-01 1.047874e-03
9.660000e+00 4.653981e-02 8.393302e-01 1.037059e-03
9.710000e+00 4.450113e-02 8.598273e-01 1.026411e-03
9.760000e+00 4.266151e-02 8.786522e-01 1.015926e-03
9.800000e+00 4.133748e-02 8.920699e-01 1.007653e-03
9.850000e+00 3.965042e-02 9.112721e-01 9.974535e-04
9.900000e+00 3.926738e-02 9.016991e-01 9.874079e-04
9.950000e+00 3.873625e-02 8.958147e-01 9.775132e-04
1.000000e+01 3.822089e-02 8.898587e-01 9.677665e-04
1.010000e+01 4.101856e-02 7.967898e-01 9.487054e-04
1.010000e+01 4.242917e-02 7.702997e-01 9.487054e-04
1.010000e+01 4.325471e-02 7.544692e-01 9.482222e-04
1.020000e+01 4.055358e-02 7.736042e-01 9.297280e-04
1.030000e+01 4.114974e-02 7.331980e-01 9.117697e-04
1.030000e+01 4.259681e-02 7.082904e-01 9.117697e-04
1.040000e+01 4.251574e-02 6.827207e-01 8.943266e-04
1.040000e+01 4.706412e-02 6.167411e-01 8.943266e-04
1.050000e+01 5.607485e-02 4.981843e-01 8.773793e-04
1.050000e+01 7.761124e-02 3.599429e-01 8.773793e-04
1.060000e+01 1.173570e-01 2.291777e-01 8.609091e-04
1.060000e+01 1.583091e-01 1.698930e-01 8.609091e-04
1.070000e+01 1.572914e-01 1.646853e-01 8.448983e-04
1.080000e+01 1.194707e-01 2.085826e-01 8.289076e-04
1.080000e+01 8.433995e-02 2.959079e-01 8.293300e-04
1.090000e+01 6.862470e-02 3.505006e-01 8.141880e-04
1.090000e+01 7.070471e-02 3.401895e-01 8.141880e-04
1.100000e+01 1.003292e-01 2.311361e-01 7.994569e-04
1.110000e+01 1.133927e-01 1.972332e-01 7.851220e-04
1.110000e+01 1.040565e-01 2.149294e-01 7.851220e-04
1.120000e+01 1.086057e-01 1.986658e-01 7.711691e-04
1.120000e+01 1.430127e-01 1.508694e-01 7.711691e-04
1.130000e+01 1.947640e-01 1.069097e-01 7.575849e-04
1.140000e+01 2.609588e-01 7.702643e-02 7.443564e-04
1.140000e+01 3.098121e-01 6.488040e-02 7.443564e-04
1.150000e+01 2.772320e+02 1.789498e-04 5.836632e-04
