# wavelength[um] extinction_xsection[m^2/kg] ssa g
1.282100e+01 5.231021e+01 1.984802e-04 0.000000e+00
1.315800e+01 5.300047e+01 1.682255e-04 0.000000e+00
1.351400e+01 5.407308e+01 1.426055e-04 0.000000e+00
1.388900e+01 5.530994e+01 1.207451e-04 0.000000e+00
1.428600e+01 5.527369e+01 1.034336e-04 0.000000e+00
1.470600e+01 5.815176e+01 8.243148e-05 0.000000e+00
1.492500e+01 6.059837e+01 7.217066e-05 0.000000e+00
1.538500e+01 7.040671e+01 5.101927e-05 0.000000e+00
1.587300e+01 9.499127e+01 3.429353e-05 0.000000e+00
1.612900e+01 1.098922e+02 3.065438e-05 0.000000e+00
1.666700e+01 1.404796e+02 2.821427e-05 0.000000e+00
1.694900e+01 1.512913e+02 3.131783e-05 0.000000e+00
1.724100e+01 1.409196e+02 3.689134e-05 0.000000e+00
1.754400e+01 1.163297e+02 4.469808e-05 0.000000e+00
1.785700e+01 8.983888e+01 5.269667e-05 0.000000e+00
1.818200e+01 7.010104e+01 5.883009e-05 0.000000e+00
1.851900e+01 5.807913e+01 6.172256e-05 0.000000e+00
1.886800e+01 5.131264e+01 6.051412e-05 0.000000e+00
1.960800e+01 4.699348e+01 5.192754e-05 0.000000e+00
2.000000e+01 4.622024e+01 4.727076e-05 0.000000e+00
2.040800e+01 4.698205e+01 4.175788e-05 0.000000e+00
2.083300e+01 5.014752e+01 3.520030e-05 0.000000e+00
2.127700e+01 5.535871e+01 3.005991e-05 0.000000e+00
2.222200e+01 5.673651e+01 2.809063e-05 0.000000e+00
2.272700e+01 5.252038e+01 2.879407e-05 0.000000e+00
2.325600e+01 4.671137e+01 3.056321e-05 0.000000e+00
2.439000e+01 3.310857e+01 3.513233e-05 0.000000e+00
2.500000e+01 2.883472e+01 3.566391e-05 0.000000e+00
