# wavelength[um] extinction_xsection[m^2/kg] ssa g
9.090000e+00 8.646702e+01 9.998030e-01 5.201045e-01
9.130000e+00 1.021249e+02 9.996140e-01 4.681471e-01
9.170000e+00 8.664963e+01 9.998281e-01 5.812947e-01
9.220000e+00 8.741193e+01 9.998711e-01 6.098816e-01
9.260000e+00 8.939923e+01 9.998641e-01 6.197915e-01
9.300000e+00 9.150029e+01 9.998625e-01 6.263654e-01
9.350000e+00 9.406772e+01 9.998377e-01 6.322137e-01
9.390000e+00 9.603970e+01 9.998156e-01 6.355687e-01
9.430000e+00 9.791796e+01 9.997857e-01 6.377799e-01
9.480000e+00 1.000431e+02 9.997381e-01 6.385245e-01
9.520000e+00 1.014028e+02 9.997171e-01 6.369696e-01
9.570000e+00 1.023273e+02 9.996653e-01 6.317455e-01
9.610000e+00 1.022643e+02 9.996246e-01 6.248332e-01
9.660000e+00 1.025811e+02 9.994601e-01 6.079766e-01
9.710000e+00 1.171937e+02 9.985021e-01 5.046281e-01
9.760000e+00 9.623530e+01 9.996926e-01 6.115366e-01
9.800000e+00 9.488366e+01 9.997740e-01 6.266289e-01
9.850000e+00 9.556398e+01 9.998279e-01 6.412962e-01
9.900000e+00 9.891987e+01 9.997965e-01 6.468841e-01
9.950000e+00 1.086422e+02 9.997156e-01 6.185566e-01
1.000000e+01 1.298978e+02 9.995589e-01 5.416138e-01
1.010000e+01 1.081456e+02 9.996448e-01 6.984801e-01
1.010000e+01 1.081462e+02 9.995847e-01 6.984924e-01
1.010000e+01 1.081972e+02 9.995581e-01 7.015255e-01
1.020000e+01 1.097872e+02 9.997039e-01 7.273828e-01
1.030000e+01 1.127389e+02 9.996685e-01 7.293845e-01
1.030000e+01 1.127376e+02 9.996248e-01 7.293947e-01
1.040000e+01 1.151210e+02 9.995852e-01 7.235064e-01
1.040000e+01 1.151166e+02 9.994454e-01 7.235423e-01
1.050000e+01 1.165141e+02 9.990344e-01 7.120105e-01
1.050000e+01 1.164962e+02 9.982967e-01 7.122109e-01
1.060000e+01 1.179104e+02 9.954912e-01 6.873794e-01
1.060000e+01 1.179308e+02 9.934725e-01 6.878895e-01
1.070000e+01 1.319173e+02 9.823697e-01 5.691144e-01
1.080000e+01 1.076329e+02 9.955331e-01 6.552642e-01
1.080000e+01 1.078756e+02 9.971592e-01 6.540791e-01
1.090000e+01 1.070138e+02 9.979259e-01 6.504793e-01
1.090000e+01 1.070162e+02 9.978294e-01 6.505121e-01
1.100000e+01 1.173988e+02 9.955993e-01 6.118364e-01
1.110000e+01 1.333190e+02 9.938108e-01 5.597750e-01
1.110000e+01 1.333714e+02 9.944355e-01 5.593021e-01
1.120000e+01 1.147580e+02 9.959640e-01 6.689814e-01
1.120000e+01 1.147621e+02 9.943824e-01 6.694574e-01
1.130000e+01 1.088957e+02 9.936078e-01 7.278156e-01
1.140000e+01 1.076404e+02 9.918020e-01 7.481123e-01
1.140000e+01 1.076183e+02 9.901544e-01 7.483691e-01
1.150000e+01 9.491369e+01 5.449955e-01 7.761273e-01
1.160000e+01 1.062780e+02 9.867710e-01 7.432483e-01
1.160000e+01 1.060594e+02 9.830729e-01 7.429262e-01
1.170000e+01 1.058973e+02 9.723512e-01 7.252056e-01
1.180000e+01 1.104001e+02 9.451701e-01 6.818019e-01
1.180000e+01 1.104281e+02 9.332086e-01 6.852073e-01
1.190000e+01 1.252336e+02 9.164538e-01 5.689032e-01
1.200000e+01 1.013870e+02 9.596083e-01 5.996792e-01
1.210000e+01 9.258436e+01 9.779550e-01 5.995578e-01
1.210000e+01 9.239976e+01 9.837491e-01 5.978284e-01
1.220000e+01 9.153475e+01 9.880769e-01 5.651285e-01
1.230000e+01 9.675624e+01 9.900277e-01 5.158007e-01
1.240000e+01 1.069316e+02 9.920762e-01 4.589051e-01
1.240000e+01 1.070266e+02 9.951336e-01 4.572336e-01
1.250000e+01 1.087660e+02 9.967698e-01 4.367866e-01
1.260000e+01 9.691985e+01 9.979479e-01 4.773048e-01
1.270000e+01 8.700562e+01 9.986477e-01 5.316141e-01
1.270000e+01 8.699797e+01 9.990595e-01 5.314963e-01
1.280000e+01 8.137889e+01 9.994492e-01 5.729532e-01
1.290000e+01 7.861594e+01 9.996319e-01 5.978614e-01
1.300000e+01 7.702121e+01 9.996677e-01 6.100158e-01
1.310000e+01 7.630243e+01 9.996321e-01 6.095497e-01
1.320000e+01 7.710599e+01 9.995643e-01 5.926910e-01
1.320000e+01 7.710805e+01 9.994349e-01 5.897538e-01
1.330000e+01 8.277666e+01 9.991092e-01 5.386521e-01
1.340000e+01 1.006183e+02 9.984273e-01 4.178755e-01
1.350000e+01 9.522834e+01 9.978022e-01 3.289198e-01
1.360000e+01 7.128058e+01 9.976704e-01 3.649815e-01
1.370000e+01 6.415772e+01 9.971937e-01 3.719692e-01
1.380000e+01 6.285965e+01 9.960483e-01 3.517703e-01
1.390000e+01 6.487304e+01 9.920210e-01 3.223548e-01
1.400000e+01 6.913892e+01 9.893671e-01 2.915822e-01
1.410000e+01 7.450010e+01 9.895382e-01 2.606408e-01
1.420000e+01 7.816312e+01 9.917629e-01 2.343607e-01
1.430000e+01 7.761665e+01 9.928881e-01 2.152367e-01
1.440000e+01 7.315623e+01 1.000000e+00 2.021283e-01
1.450000e+01 6.790580e+01 9.943592e-01 2.029713e-01
1.460000e+01 6.335267e+01 9.926086e-01 2.092949e-01
1.470000e+01 6.023594e+01 9.911460e-01 2.204448e-01
1.480000e+01 5.863307e+01 9.893745e-01 2.347967e-01
1.490000e+01 5.864891e+01 9.858197e-01 2.498613e-01
1.500000e+01 6.000921e+01 9.826082e-01 2.629586e-01
1.510000e+01 6.301823e+01 9.802235e-01 2.720861e-01
1.530000e+01 7.692608e+01 9.791701e-01 2.599752e-01
1.540000e+01 8.728536e+01 9.846498e-01 2.271870e-01
1.550000e+01 9.389787e+01 9.891138e-01 1.796115e-01
1.560000e+01 8.989791e+01 9.906716e-01 1.291548e-01
1.580000e+01 6.517010e+01 9.916240e-01 9.092718e-02
1.590000e+01 6.033713e+01 9.907332e-01 1.060664e-01
1.600000e+01 5.842885e+01 9.891354e-01 1.295745e-01
1.610000e+01 5.896375e+01 9.889949e-01 1.545564e-01
1.630000e+01 6.405666e+01 9.916554e-01 1.939137e-01
1.640000e+01 6.777952e+01 9.938904e-01 2.091533e-01
1.650000e+01 7.134500e+01 9.946665e-01 2.194663e-01
1.670000e+01 7.727938e+01 9.948816e-01 2.320629e-01
1.680000e+01 7.914755e+01 9.939497e-01 2.359201e-01
1.700000e+01 8.060343e+01 9.918921e-01 2.424352e-01
1.710000e+01 8.074276e+01 9.910251e-01 2.482898e-01
1.720000e+01 8.058984e+01 9.930649e-01 2.526667e-01
