# wavelength[um] extinction_xsection[m^2/kg] ssa g
3.600000e-01 8.148896e+01 1.000000e+00 8.319802e-01
4.450000e-01 8.798566e+01 1.000000e+00 8.391133e-01
4.490000e-01 8.036945e+01 1.000000e+00 8.311868e-01
5.560000e-01 8.439467e+01 1.000000e+00 8.273623e-01
7.020000e-01 8.386103e+01 9.999964e-01 8.271929e-01
7.140000e-01 8.794943e+01 9.999944e-01 8.315359e-01
7.250000e-01 8.613314e+01 9.999946e-01 8.426626e-01
7.350000e-01 8.980521e+01 9.999927e-01 8.340024e-01
7.460000e-01 8.344388e+01 9.999896e-01 8.372794e-01
7.580000e-01 8.030619e+01 9.999876e-01 8.211904e-01
7.690000e-01 8.538691e+01 9.999876e-01 8.299974e-01
7.810000e-01 8.447927e+01 9.999880e-01 8.368897e-01
7.940000e-01 9.021429e+01 9.999871e-01 8.232078e-01
8.060000e-01 8.753258e+01 9.999878e-01 8.408157e-01
8.200000e-01 8.163224e+01 9.999857e-01 8.258619e-01
8.330000e-01 8.424505e+01 9.999822e-01 8.253709e-01
8.470000e-01 8.309066e+01 9.999788e-01 8.330019e-01
8.620000e-01 8.672932e+01 9.999761e-01 8.321390e-01
8.770000e-01 9.180270e+01 9.999747e-01 8.330881e-01
8.930000e-01 8.470327e+01 9.999708e-01 8.378631e-01
9.090000e-01 8.258730e+01 9.999594e-01 8.102648e-01
9.260000e-01 8.458080e+01 9.999533e-01 8.252965e-01
9.430000e-01 8.433778e+01 9.999276e-01 8.334255e-01
9.620000e-01 9.207135e+01 9.998576e-01 8.149266e-01
9.800000e-01 9.134207e+01 9.998246e-01 8.249637e-01
1.000000e+00 8.336380e+01 9.991857e-01 8.159616e-01
1.020000e+00 8.423627e+01 9.998136e-01 8.178995e-01
1.042000e+00 8.453957e+01 9.998339e-01 8.270860e-01
1.064000e+00 8.702828e+01 9.998376e-01 8.316852e-01
1.087000e+00 9.351790e+01 9.998373e-01 8.300392e-01
1.111000e+00 8.663240e+01 9.998152e-01 8.370544e-01
1.136000e+00 8.129923e+01 9.997221e-01 8.099201e-01
1.163000e+00 8.507416e+01 9.995846e-01 8.180210e-01
1.190000e+00 8.481166e+01 9.995294e-01 8.332194e-01
1.220000e+00 9.171935e+01 9.994529e-01 8.225175e-01
1.250000e+00 9.236505e+01 9.993876e-01 8.343320e-01
1.266000e+00 8.917020e+01 9.992711e-01 8.286849e-01
1.282000e+00 8.272967e+01 9.991728e-01 8.292724e-01
1.299000e+00 7.964386e+01 9.990084e-01 8.160128e-01
1.316000e+00 8.259409e+01 9.986655e-01 7.948202e-01
1.333000e+00 8.457047e+01 9.983800e-01 8.152446e-01
1.351000e+00 8.765799e+01 9.982066e-01 8.123490e-01
1.370000e+00 8.831503e+01 9.978845e-01 8.319172e-01
1.389000e+00 8.926874e+01 9.969434e-01 8.397377e-01
1.408000e+00 9.129575e+01 9.951443e-01 8.357654e-01
1.429000e+00 9.431668e+01 9.928372e-01 8.190962e-01
1.449000e+00 9.442439e+01 9.920890e-01 8.264437e-01
1.471000e+00 9.049320e+01 9.906567e-01 8.227012e-01
1.493000e+00 8.385481e+01 9.909425e-01 8.285990e-01
1.515000e+00 7.933166e+01 9.898503e-01 8.187410e-01
1.538000e+00 8.105522e+01 9.870240e-01 7.918664e-01
1.562000e+00 8.495480e+01 9.878058e-01 8.007302e-01
1.587000e+00 8.850172e+01 9.872105e-01 8.214475e-01
1.613000e+00 9.389220e+01 9.824092e-01 8.197610e-01
1.639000e+00 9.212244e+01 9.849667e-01 8.456693e-01
1.667000e+00 9.290245e+01 9.828276e-01 8.395413e-01
1.695000e+00 9.764471e+01 9.737242e-01 8.129438e-01
1.724000e+00 9.435790e+01 9.772698e-01 8.392925e-01
1.754000e+00 9.074610e+01 9.718717e-01 8.284474e-01
1.786000e+00 8.613899e+01 9.666767e-01 8.153268e-01
1.818000e+00 7.949927e+01 9.644010e-01 8.236672e-01
1.852000e+00 7.880085e+01 9.580133e-01 8.164444e-01
1.887000e+00 8.453150e+01 9.440575e-01 8.032596e-01
1.923000e+00 8.881829e+01 9.346393e-01 8.280470e-01
1.961000e+00 9.492635e+01 9.335010e-01 8.321034e-01
2.000000e+00 9.698008e+01 9.373025e-01 8.527047e-01
2.041000e+00 9.619620e+01 9.385675e-01 8.590396e-01
2.083000e+00 9.465234e+01 9.351319e-01 8.472964e-01
2.128000e+00 9.254971e+01 9.272456e-01 8.237435e-01
2.174000e+00 9.004546e+01 9.132466e-01 8.100441e-01
2.222000e+00 8.462178e+01 9.107596e-01 8.150223e-01
2.273000e+00 8.170374e+01 9.068419e-01 8.225336e-01
2.326000e+00 8.337120e+01 9.026663e-01 8.336197e-01
2.381000e+00 8.848346e+01 8.949246e-01 8.462811e-01
2.439000e+00 9.680850e+01 8.785290e-01 8.595201e-01
2.500000e+00 1.013182e+02 8.615456e-01 8.752503e-01
2.564000e+00 1.029235e+02 1.000000e+00 7.994244e-01
2.632000e+00 8.901709e+01 1.000000e+00 7.880682e-01
2.688000e+00 7.670909e+01 1.000000e+00 8.125437e-01
2.725000e+00 8.282027e+01 7.805004e-01 8.628611e-01
2.762000e+00 9.080228e+01 6.050094e-01 9.268262e-01
2.770000e+00 9.172026e+01 5.804237e-01 9.368995e-01
2.833000e+00 9.266490e+01 5.083773e-01 9.641209e-01
2.841000e+00 9.246463e+01 5.049776e-01 9.651651e-01
2.882000e+00 9.191300e+01 4.975251e-01 9.671634e-01
2.915000e+00 9.168865e+01 4.959338e-01 9.668412e-01
2.941000e+00 9.165326e+01 4.955913e-01 9.664318e-01
2.985000e+00 9.163657e+01 4.952544e-01 9.658614e-01
3.021000e+00 9.163151e+01 4.950776e-01 9.654260e-01
3.077000e+00 9.161399e+01 4.948733e-01 9.647119e-01
3.175000e+00 9.152361e+01 4.954377e-01 9.624082e-01
3.279000e+00 9.159545e+01 4.968646e-01 9.591461e-01
3.344000e+00 9.171606e+01 4.979793e-01 9.568178e-01
3.413000e+00 9.193346e+01 4.985243e-01 9.550081e-01
3.472000e+00 9.209253e+01 4.990695e-01 9.533769e-01
3.559000e+00 9.239419e+01 4.991625e-01 9.516883e-01
3.623000e+00 9.260808e+01 4.984406e-01 9.513531e-01
3.690000e+00 9.280093e+01 4.976566e-01 9.511244e-01
3.759000e+00 9.300609e+01 4.967229e-01 9.512544e-01
3.817000e+00 9.317617e+01 4.962402e-01 9.511439e-01
3.846000e+00 9.327278e+01 4.959744e-01 9.511986e-01
3.861000e+00 9.331703e+01 4.958872e-01 9.511495e-01
