# wavelength[um] extinction_xsection[m^2/kg] ssa g
3.906000e+00 9.345138e+01 4.956480e-01 9.509993e-01
3.953000e+00 9.358708e+01 4.954779e-01 9.507317e-01
4.000000e+00 9.373141e+01 4.953662e-01 9.503927e-01
4.082000e+00 9.401345e+01 4.951666e-01 9.499652e-01
4.149000e+00 9.430115e+01 4.950672e-01 9.499029e-01
4.219000e+00 9.456375e+01 4.954331e-01 9.490840e-01
4.274000e+00 9.504468e+01 4.960103e-01 9.497220e-01
4.292000e+00 9.516719e+01 4.960913e-01 9.498103e-01
4.367000e+00 9.530425e+01 4.946825e-01 9.500168e-01
4.464000e+00 9.531602e+01 4.931017e-01 9.494008e-01
4.587000e+00 9.552264e+01 4.920095e-01 9.482725e-01
4.717000e+00 9.576663e+01 4.909472e-01 9.469610e-01
4.808000e+00 9.574087e+01 4.889140e-01 9.459523e-01
4.950000e+00 9.526577e+01 4.838171e-01 9.441231e-01
5.102000e+00 9.486129e+01 4.795688e-01 9.433426e-01
5.181000e+00 9.479426e+01 4.785134e-01 9.432570e-01
5.263000e+00 9.480034e+01 4.783328e-01 9.433676e-01
5.319000e+00 9.483283e+01 4.785159e-01 9.434971e-01
5.376000e+00 9.486616e+01 4.789195e-01 9.436781e-01
5.435000e+00 9.489537e+01 4.794435e-01 9.435335e-01
5.495000e+00 9.491054e+01 4.799260e-01 9.430935e-01
5.556000e+00 9.492823e+01 4.804765e-01 9.422192e-01
5.618000e+00 9.499395e+01 4.811482e-01 9.407736e-01
5.650000e+00 9.507538e+01 4.813332e-01 9.399819e-01
5.682000e+00 9.514708e+01 4.815104e-01 9.392646e-01
5.747000e+00 9.527639e+01 4.820593e-01 9.377267e-01
5.814000e+00 9.556380e+01 4.829794e-01 9.354536e-01
5.882000e+00 9.594152e+01 4.827504e-01 9.341217e-01
5.952000e+00 9.624030e+01 4.819289e-01 9.333546e-01
6.024000e+00 9.649834e+01 4.808995e-01 9.326120e-01
6.061000e+00 9.662441e+01 4.802664e-01 9.321837e-01
6.098000e+00 9.675672e+01 4.795069e-01 9.316383e-01
6.135000e+00 9.684960e+01 4.784093e-01 9.308897e-01
6.173000e+00 9.676013e+01 4.763196e-01 9.297043e-01
6.211000e+00 9.660361e+01 4.745059e-01 9.281925e-01
6.250000e+00 9.636039e+01 4.727207e-01 9.264858e-01
6.329000e+00 9.604946e+01 4.712150e-01 9.232459e-01
6.410000e+00 9.613004e+01 4.723460e-01 9.210517e-01
6.494000e+00 9.679640e+01 4.765210e-01 9.207692e-01
6.536000e+00 9.723735e+01 4.794096e-01 9.208003e-01
6.579000e+00 9.790995e+01 4.842285e-01 9.215545e-01
6.623000e+00 9.871812e+01 4.898198e-01 9.236407e-01
6.667000e+00 9.933782e+01 4.935747e-01 9.264933e-01
6.711000e+00 9.981798e+01 4.965062e-01 9.289985e-01
6.803000e+00 1.005149e+02 5.011159e-01 9.330700e-01
6.897000e+00 1.007879e+02 5.032288e-01 9.355892e-01
6.993000e+00 1.012571e+02 5.104931e-01 9.397398e-01
7.092000e+00 9.921995e+01 5.032008e-01 9.434047e-01
7.194000e+00 9.621450e+01 4.922389e-01 9.459408e-01
7.299000e+00 9.226771e+01 4.758360e-01 9.467211e-01
7.353000e+00 9.000343e+01 4.662550e-01 9.462268e-01
7.463000e+00 8.760543e+01 4.567730e-01 9.409627e-01
7.576000e+00 8.834280e+01 4.623348e-01 9.320517e-01
7.634000e+00 8.909611e+01 4.663580e-01 9.275696e-01
7.752000e+00 9.033907e+01 4.727952e-01 9.198671e-01
7.874000e+00 9.131360e+01 4.792982e-01 9.115891e-01
8.000000e+00 9.274026e+01 4.887752e-01 8.998736e-01
8.065000e+00 9.353984e+01 4.931418e-01 8.940593e-01
8.130000e+00 9.460223e+01 4.988693e-01 8.863991e-01
8.264000e+00 9.647639e+01 5.058825e-01 8.750180e-01
8.403000e+00 9.804335e+01 5.107348e-01 8.655986e-01
8.547000e+00 9.936304e+01 5.139747e-01 8.578115e-01
8.621000e+00 9.986262e+01 5.142379e-01 8.555753e-01
8.696000e+00 1.003160e+02 5.141768e-01 8.537317e-01
8.850000e+00 1.007328e+02 5.091001e-01 8.570023e-01
8.929000e+00 1.008331e+02 5.055608e-01 8.602797e-01
9.009000e+00 1.008794e+02 5.016859e-01 8.641836e-01
9.091000e+00 1.008698e+02 4.978740e-01 8.680888e-01
9.174000e+00 1.007707e+02 4.947090e-01 8.712071e-01
9.259000e+00 1.006083e+02 4.941172e-01 8.710424e-01
9.346000e+00 1.007772e+02 4.978588e-01 8.649539e-01
9.434000e+00 1.012626e+02 5.034231e-01 8.562224e-01
9.524000e+00 1.019119e+02 5.093900e-01 8.466557e-01
9.615000e+00 1.024096e+02 5.128926e-01 8.401171e-01
9.709000e+00 1.026698e+02 5.122457e-01 8.390551e-01
9.804000e+00 1.028204e+02 5.079904e-01 8.433149e-01
9.901000e+00 1.030376e+02 5.035566e-01 8.484502e-01
1.010100e+01 1.037936e+02 4.946142e-01 8.620944e-01
1.020400e+01 1.040727e+02 4.906933e-01 8.668991e-01
1.030900e+01 1.041866e+02 4.865509e-01 8.699408e-01
1.038400e+01 1.041807e+02 4.836501e-01 8.710713e-01
1.041700e+01 1.039967e+02 4.804676e-01 8.720594e-01
1.052600e+01 1.035908e+02 4.743833e-01 8.722018e-01
1.063800e+01 1.031475e+02 4.689946e-01 8.716292e-01
1.075300e+01 1.031357e+02 4.682046e-01 8.721094e-01
1.087000e+01 1.032947e+02 4.716396e-01 8.713604e-01
1.098900e+01 1.033950e+02 4.762185e-01 8.667253e-01
1.111100e+01 1.037841e+02 4.827009e-01 8.576416e-01
1.123600e+01 1.044419e+02 4.886442e-01 8.491755e-01
1.136400e+01 1.051113e+02 4.889095e-01 8.495632e-01
1.144200e+01 1.054766e+02 4.877340e-01 8.520133e-01
1.149400e+01 1.057629e+02 4.875694e-01 8.534749e-01
1.176500e+01 1.055953e+02 4.767745e-01 8.557335e-01
1.190500e+01 1.046047e+02 4.677749e-01 8.486828e-01
1.219500e+01 1.018401e+02 4.500447e-01 8.237728e-01
1.250000e+01 1.005967e+02 4.446366e-01 7.986975e-01
1.265800e+01 1.012001e+02 4.491629e-01 7.913504e-01
1.282100e+01 1.026041e+02 4.570472e-01 7.881988e-01
1.315800e+01 1.067683e+02 4.730741e-01 7.924538e-01
1.351400e+01 1.106354e+02 4.854492e-01 8.000272e-01
1.388900e+01 1.135007e+02 4.991959e-01 8.054389e-01
1.428600e+01 1.166415e+02 5.201259e-01 8.088384e-01
1.470600e+01 1.204122e+02 5.368939e-01 8.210244e-01
1.492500e+01 1.216687e+02 5.396151e-01 8.282784e-01
1.538500e+01 1.203226e+02 5.299980e-01 8.434804e-01
1.587300e+01 1.128391e+02 4.930611e-01 8.501048e-01
1.612900e+01 1.102045e+02 4.773253e-01 8.466876e-01
1.666700e+01 1.080300e+02 4.618726e-01 8.311392e-01
1.694900e+01 1.090079e+02 4.636601e-01 8.155045e-01
1.724100e+01 1.105525e+02 4.675106e-01 8.016477e-01
1.754400e+01 1.116786e+02 4.673717e-01 7.914412e-01
1.785700e+01 1.123440e+02 4.613922e-01 7.849868e-01
1.818200e+01 1.131180e+02 4.567190e-01 7.741403e-01
1.851900e+01 1.147406e+02 4.631428e-01 7.573667e-01
1.886800e+01 1.179820e+02 4.834630e-01 7.458943e-01
1.960800e+01 1.256011e+02 5.230356e-01 7.506950e-01
2.000000e+01 1.292774e+02 5.357982e-01 7.561724e-01
2.040800e+01 1.317114e+02 5.409707e-01 7.616304e-01
2.083300e+01 1.317304e+02 5.372362e-01 7.666760e-01
2.127700e+01 1.293609e+02 5.230736e-01 7.673822e-01
2.222200e+01 1.280412e+02 5.071947e-01 7.518480e-01
2.272700e+01 1.293286e+02 5.106305e-01 7.395394e-01
2.325600e+01 1.311887e+02 5.182879e-01 7.227250e-01
2.439000e+01 1.383511e+02 5.739209e-01 6.775470e-01
2.500000e+01 1.423012e+02 6.101842e-01 6.649372e-01
