alt           press         den           temp          eddy          H2Oaer        SO2aer        H2Saer        CO2aer        S8aer         H2SO4aer      C2H2aer       C2H4aer       C2H6aer       CH4aer        HCaer1        H             H2            H2O           OH            O             O2            CO            CO2           HCO           H2CO          C             CH            CH2           CH3           CH4           S             S2            S3            S4            S8            H2S           HS            SO            SO2           CS            CS2           OCS           C2            C2H           C2H2          C2H4          HO2           H2O2          O3            SO3           H2SO4         HCl           Cl            Cl2           HOCl          ClO           C2H6          CH3OH         CH2CO         CH3CHO        C3H4          C3H6          C4H2          C4H4          OClO          HCS           C2H3          C2H5          1CH2          HCCO          HSO           CH3O          H2COH         C4H           C2H2OH        CH3CO         CH2CHO        C2H3OH        C2H4OH        CH3O2         HSO3          HS4           C4H3          O1D           H2Oaer_r      SO2aer_r      H2Saer_r      CO2aer_r      S8aer_r       H2SO4aer_r    C2H2aer_r     C2H4aer_r     C2H6aer_r     CH4aer_r      HCaer1_r      
1.05000E+001  1.63443E-001  6.51279E+018  1.81767E+002  1.00000E+005  3.92004E+000  9.37501E+002  1.44266E-040  4.95144E-007  1.11426E-031  2.10338E-007  3.59046E-040  3.59046E-040  3.59046E-040  3.59046E-040  3.59472E-040  6.44317E-018  1.34495E-005  4.79025E-007  2.45657E-025  6.76451E-020  1.68879E-007  6.42991E-007  9.82090E-001  4.14322E-022  1.44018E-018  1.00000E-040  1.00000E-040  1.00000E-040  1.26751E-034  2.01218E-026  8.37237E-020  4.14557E-017  1.45046E-024  9.32755E-024  3.07702E-021  4.42398E-012  5.55177E-014  1.13669E-013  1.78952E-002  4.25952E-033  5.92358E-032  1.74477E-012  1.36112E-040  1.00000E-040  2.93734E-033  4.66558E-032  1.67086E-013  8.67357E-011  2.34599E-017  4.90016E-018  7.21159E-015  6.70358E-008  5.98957E-016  1.14032E-023  2.47592E-026  2.82174E-009  6.06008E-036  1.33138E-025  1.34636E-029  6.28795E-034  2.29845E-039  2.26792E-040  1.58142E-031  6.18312E-033  8.17953E-015  2.17685E-035  1.00000E-040  1.47854E-034  1.00000E-040  1.00000E-040  4.72321E-012  4.07798E-031  2.73208E-028  1.00000E-040  1.00000E-040  1.72758E-033  1.55245E-035  1.31443E-031  1.24459E-038  2.92541E-028  2.00013E-019  6.04376E-023  1.01899E-034  8.05061E-036  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.15000E+001  1.42587E-001  5.75217E+018  1.79542E+002  1.00000E+005  4.52324E+000  1.05827E+003  1.50507E-040  1.06797E-006  2.40866E-031  2.37492E-007  4.02249E-040  4.02249E-040  4.02249E-040  4.02249E-040  4.02736E-040  5.07621E-018  1.41846E-005  3.62755E-007  1.00263E-024  8.64985E-020  2.02133E-007  7.27960E-007  9.84164E-001  2.77214E-022  1.32098E-018  1.00000E-040  1.00000E-040  1.00000E-040  9.52361E-035  2.01121E-026  8.39879E-020  4.27891E-017  1.25218E-024  8.23822E-024  3.07452E-021  5.31985E-012  6.11410E-014  1.52981E-013  1.58203E-002  4.39902E-033  6.11292E-032  1.79385E-012  1.44422E-040  1.00000E-040  3.09985E-033  4.81070E-032  1.44532E-013  8.81435E-011  2.86918E-017  5.94033E-018  5.89682E-015  7.06565E-008  5.66674E-016  7.03335E-024  2.41586E-026  2.99197E-009  6.29486E-036  1.32742E-025  1.38179E-029  6.03603E-034  2.39048E-039  2.36108E-040  1.64581E-031  6.22757E-033  6.18664E-015  2.28389E-035  1.00000E-040  1.49298E-034  1.00000E-040  1.00000E-040  5.53143E-012  2.03916E-031  2.72828E-028  1.00000E-040  1.00000E-040  1.71784E-033  1.54336E-035  1.42326E-031  1.48482E-038  2.92259E-028  6.14916E-019  6.17577E-023  1.03263E-034  1.21582E-035  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.25000E+001  1.23683E-001  5.04983E+018  1.77399E+002  1.00000E+005  5.21758E+000  1.20085E+003  1.58134E-040  2.30260E-006  5.70075E-031  2.70097E-007  4.53552E-040  4.53552E-040  4.53552E-040  4.53552E-040  4.54115E-040  4.03279E-018  1.50452E-005  2.75802E-007  3.40290E-024  1.12654E-019  2.41359E-007  8.28031E-007  9.85962E-001  1.88161E-022  1.18603E-018  1.00000E-040  1.00000E-040  1.00000E-040  7.27978E-035  2.02167E-026  8.04523E-020  4.43508E-017  1.07057E-024  7.24487E-024  3.06730E-021  6.40376E-012  6.56851E-014  1.90459E-013  1.40214E-002  4.57367E-033  6.33666E-032  1.85101E-012  1.53584E-040  1.00000E-040  3.29654E-033  4.98223E-032  1.29225E-013  8.97236E-011  3.54341E-017  7.55565E-018  5.01305E-015  7.48937E-008  5.31645E-016  4.25010E-024  2.91716E-026  3.19432E-009  6.57667E-036  1.33096E-025  1.42342E-029  5.78144E-034  2.50062E-039  2.46661E-040  1.72268E-031  6.29576E-033  4.56974E-015  2.40184E-035  1.00000E-040  1.51034E-034  1.00000E-040  1.00000E-040  6.47619E-012  1.00846E-031  2.73461E-028  1.00000E-040  1.00000E-040  1.71393E-033  1.53883E-035  1.55641E-031  1.77325E-038  2.92681E-028  1.57599E-018  6.34675E-023  1.05419E-034  2.04342E-035  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.35000E+001  1.06430E-001  4.40490E+018  1.75002E+002  1.00000E+005  6.03337E+000  1.37416E+003  1.67752E-040  4.99328E-006  2.06131E-030  3.10598E-007  5.16480E-040  5.16480E-040  5.16480E-040  5.16480E-040  5.17136E-040  3.08900E-018  1.60819E-005  2.02015E-007  1.00285E-023  1.50885E-019  2.88363E-007  9.48277E-007  9.87831E-001  1.22093E-022  1.03116E-018  1.00000E-040  1.00000E-040  1.00000E-040  5.41421E-035  2.04791E-026  7.16101E-020  4.62457E-017  9.10895E-025  6.37676E-024  3.05460E-021  7.73369E-012  6.80518E-014  2.11991E-013  1.21518E-002  4.79615E-033  6.61010E-032  1.91999E-012  1.64412E-040  1.00000E-040  3.54102E-033  5.19180E-032  1.26189E-013  9.16493E-011  4.43481E-017  1.02639E-017  4.43121E-015  7.99973E-008  4.86748E-016  2.39020E-024  3.82424E-026  3.44129E-009  6.92524E-036  1.34477E-025  1.47408E-029  5.51813E-034  2.63641E-039  2.59013E-040  1.81722E-031  6.39809E-033  3.21833E-015  2.53558E-035  1.00000E-040  1.53215E-034  1.00000E-040  1.00000E-040  7.61430E-012  4.65985E-032  2.75341E-028  1.00000E-040  1.00000E-040  1.71727E-033  1.54055E-035  1.72299E-031  2.12510E-038  2.94178E-028  3.43741E-018  6.57310E-023  1.08538E-034  3.86940E-035  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.45000E+001  9.07519E-002  3.80478E+018  1.72760E+002  1.00000E+005  6.99663E+000  1.58537E+003  1.79806E-040  1.08470E-005  1.74234E-029  3.61091E-007  5.93778E-040  5.93778E-040  5.93778E-040  5.93778E-040  5.94550E-040  2.40928E-018  1.73410E-005  1.49904E-007  2.56386E-023  2.06597E-019  3.45559E-007  1.09461E-006  9.89351E-001  8.10766E-023  8.59630E-019  1.00000E-040  1.00000E-040  1.00000E-040  4.13325E-035  2.09272E-026  5.90719E-020  4.85599E-017  7.67114E-025  5.57660E-024  3.03368E-021  9.38254E-012  6.79370E-014  2.09859E-013  1.06301E-002  5.07482E-033  6.94546E-032  2.00351E-012  1.77309E-040  1.00000E-040  3.84597E-033  5.44842E-032  1.42231E-013  9.40425E-011  5.60658E-017  1.55471E-017  4.31603E-015  8.61952E-008  4.43116E-016  1.27050E-024  4.82823E-026  3.74463E-009  7.35725E-036  1.37063E-025  1.53580E-029  5.23776E-034  2.80432E-039  2.73623E-040  1.93389E-031  6.54058E-033  2.27057E-015  2.68918E-035  1.00000E-040  1.55895E-034  1.00000E-040  1.00000E-040  9.01067E-012  2.11568E-032  2.78505E-028  1.00000E-040  1.00000E-040  1.72819E-033  1.54902E-035  1.93230E-031  2.55997E-038  2.96915E-028  6.51389E-018  6.86734E-023  1.12720E-034  7.94994E-035  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.55000E+001  7.65361E-002  3.25424E+018  1.70347E+002  1.00000E+005  8.17370E+000  1.85143E+003  1.94970E-040  2.38950E-005  2.63432E-028  4.26199E-007  6.91800E-040  6.91800E-040  6.91800E-040  6.91800E-040  6.92721E-040  1.82489E-018  1.88980E-005  1.08284E-007  5.97707E-023  2.92185E-019  4.16587E-007  1.27608E-006  9.90824E-001  5.17802E-023  6.83727E-019  1.00000E-040  1.00000E-040  1.00000E-040  3.08973E-035  2.16137E-026  4.52828E-020  5.14452E-017  6.45169E-025  4.87386E-024  3.00369E-021  1.14595E-011  6.55940E-014  1.89685E-013  9.15475E-003  5.42406E-033  7.36434E-032  2.10672E-012  1.93116E-040  1.00000E-040  4.23143E-033  5.76825E-032  1.76417E-013  9.71216E-011  7.21342E-017  2.61336E-017  4.54776E-015  9.38587E-008  3.93967E-016  6.36293E-025  5.65297E-026  4.12312E-009  7.90052E-036  1.41186E-025  1.61246E-029  4.93992E-034  3.01505E-039  2.91318E-040  2.08010E-031  6.73614E-033  1.59341E-015  2.87028E-035  1.00000E-040  1.59274E-034  1.00000E-040  1.00000E-040  1.07480E-011  9.15204E-033  2.83276E-028  1.00000E-040  1.00000E-040  1.74873E-033  1.56617E-035  2.19858E-031  3.10707E-038  3.01319E-028  1.10192E-017  7.25123E-023  1.18228E-034  1.69019E-034  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.65000E+001  6.36827E-002  2.74746E+018  1.67883E+002  1.00000E+005  9.63742E+000  2.19324E+003  2.14262E-040  5.68142E-005  5.34043E-027  5.12161E-007  8.18238E-040  8.18238E-040  8.18238E-040  8.18238E-040  8.19354E-040  1.36938E-018  2.08629E-005  7.71445E-008  1.29997E-022  4.29152E-019  5.06722E-007  1.50600E-006  9.92144E-001  3.25280E-023  5.17699E-019  1.00000E-040  1.00000E-040  1.00000E-040  2.30819E-035  2.26148E-026  3.27863E-020  5.51132E-017  5.42522E-025  4.24671E-024  2.96139E-021  1.41242E-011  6.18360E-014  1.62217E-013  7.83249E-003  5.86510E-033  7.89730E-032  2.23673E-012  2.12880E-040  1.00000E-040  4.72725E-033  6.17405E-032  2.26328E-013  1.01161E-010  9.48473E-017  4.84002E-017  5.13470E-015  1.03529E-007  3.44748E-016  3.06517E-025  6.14337E-026  4.60451E-009  8.59548E-036  1.47332E-025  1.70941E-029  4.62604E-034  3.28419E-039  3.13247E-040  2.26662E-031  7.00217E-033  1.14258E-015  3.08924E-035  1.00000E-040  1.63583E-034  1.00000E-040  1.00000E-040  1.29442E-011  3.98006E-033  2.90085E-028  1.00000E-040  1.00000E-040  1.78151E-033  1.59434E-035  2.54336E-031  3.80846E-038  3.07903E-028  1.70740E-017  7.75626E-023  1.25471E-034  3.65135E-034  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.75000E+001  5.20923E-002  2.28149E+018  1.65376E+002  1.00000E+005  1.15250E+001  2.65047E+003  2.39369E-040  1.81760E-004  1.15495E-025  6.30992E-007  9.87229E-040  9.87229E-040  9.87229E-040  9.87229E-040  9.88609E-040  1.02575E-018  2.34130E-005  5.44029E-008  2.73703E-022  6.60255E-019  6.24352E-007  1.80563E-006  9.93296E-001  2.02062E-023  3.74123E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.73831E-035  2.40562E-026  2.28316E-020  5.99043E-017  4.57000E-025  3.68716E-024  2.90222E-021  1.76314E-011  5.75542E-014  1.37150E-013  6.67772E-003  6.43321E-033  8.59387E-032  2.40508E-012  2.38326E-040  1.00000E-040  5.38157E-033  6.70281E-032  2.89340E-013  1.06587E-010  1.28265E-016  9.68260E-017  6.08983E-015  1.16078E-007  2.98174E-016  1.44532E-025  6.32330E-026  5.23356E-009  9.50761E-036  1.56297E-025  1.83535E-029  4.30323E-034  3.63699E-039  3.41270E-040  2.51087E-031  7.36734E-033  8.45161E-016  3.36283E-035  1.00000E-040  1.69215E-034  1.00000E-040  1.00000E-040  1.57913E-011  1.89943E-033  2.99691E-028  1.00000E-040  1.00000E-040  1.83100E-033  1.63755E-035  3.00125E-031  4.72984E-038  3.17520E-028  2.50763E-017  8.43371E-023  1.35141E-034  8.15704E-034  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.85000E+001  4.16586E-002  1.85451E+018  1.62702E+002  1.00000E+005  1.41024E+001  3.30252E+003  2.73269E-040  1.08041E-003  2.33708E-024  8.07560E-007  1.22600E-039  1.22600E-039  1.22600E-039  1.22600E-039  1.22776E-039  7.56760E-019  2.68551E-005  3.73486E-008  5.81471E-022  1.08202E-018  7.83807E-007  2.21140E-006  9.94349E-001  1.21378E-023  2.60198E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.30549E-035  2.61587E-026  1.54677E-020  6.64091E-017  3.86866E-025  3.19688E-024  2.81942E-021  2.24179E-011  5.33687E-014  1.21485E-013  5.62120E-003  7.19081E-033  9.54015E-032  2.63195E-012  2.72469E-040  1.00000E-040  6.27760E-033  7.41894E-032  3.65681E-013  1.14134E-010  1.80355E-016  2.08133E-016  7.45125E-015  1.33014E-007  2.53497E-016  6.64020E-026  6.35701E-026  6.08758E-009  1.07505E-035  1.69491E-025  2.00553E-029  3.98575E-034  4.11720E-039  3.78627E-040  2.84306E-031  7.88214E-033  6.40028E-016  3.72035E-035  1.00000E-040  1.76874E-034  1.00000E-040  1.00000E-040  1.96246E-011  1.12091E-033  3.13469E-028  1.00000E-040  1.00000E-040  1.90531E-033  1.70303E-035  3.63173E-031  5.98100E-038  3.31685E-028  3.58436E-017  9.37292E-023  1.48462E-034  1.92086E-033  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
1.95000E+001  3.21550E-002  1.45589E+018  1.59969E+002  1.00000E+005  1.79211E+001  4.32744E+003  3.22803E-040  1.53663E-002  4.10204E-023  1.10184E-006  1.59245E-039  1.59245E-039  1.59245E-039  1.59245E-039  1.59479E-039  5.76283E-019  3.18824E-005  2.55808E-008  1.27557E-021  1.93669E-018  1.01550E-006  2.80166E-006  9.95198E-001  7.36792E-024  1.77142E-019  1.00000E-040  1.00000E-040  1.00000E-040  1.03047E-035  2.94480E-026  1.04059E-020  7.60090E-017  3.28246E-025  2.76093E-024  2.70381E-021  2.94059E-011  5.01205E-014  1.26372E-013  4.76561E-003  8.28580E-033  1.09373E-031  2.96561E-012  3.22150E-040  1.00000E-040  7.60008E-033  8.47387E-032  4.63124E-013  1.25596E-010  2.68757E-016  4.80534E-016  9.41162E-015  1.57753E-007  2.16680E-016  3.02624E-026  6.54131E-026  7.33895E-009  1.25840E-035  1.90272E-025  2.25642E-029  3.70699E-034  4.82485E-039  4.32939E-040  3.33226E-031  8.67132E-033  5.05943E-016  4.23136E-035  1.00000E-040  1.88456E-034  1.00000E-040  1.00000E-040  2.51629E-011  9.50669E-034  3.35083E-028  1.00000E-040  1.00000E-040  2.02606E-033  1.81009E-035  4.56334E-031  7.78872E-038  3.54363E-028  5.09659E-017  1.07818E-022  1.68357E-034  4.96310E-033  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.05000E+001  2.28764E-002  1.05448E+018  1.57133E+002  1.00000E+005  2.51032E+001  6.39338E+003  4.13049E-040  3.59021E-001  5.83614E-022  1.74139E-006  2.31033E-039  2.31033E-039  2.31033E-039  2.31033E-039  2.31382E-039  4.95870E-019  4.10171E-005  1.81374E-008  3.14758E-021  4.16125E-018  1.42193E-006  3.84434E-006  9.95721E-001  4.82019E-024  1.24194E-019  1.00000E-040  1.00000E-040  1.00000E-040  9.60697E-036  3.59351E-026  7.54508E-021  9.39850E-017  2.79766E-025  2.38241E-024  2.57329E-021  4.16721E-011  5.08375E-014  1.97473E-013  4.23245E-003  1.02912E-032  1.35518E-031  3.59715E-012  4.12469E-040  1.00000E-040  1.00004E-032  1.04498E-031  6.16464E-013  1.48357E-010  4.57492E-016  1.24521E-015  1.27715E-014  2.02729E-007  1.94279E-016  1.42109E-026  7.84605E-026  9.60163E-009  1.59656E-035  2.31528E-025  2.73277E-029  3.60819E-034  6.12816E-039  5.33697E-040  4.23273E-031  1.02472E-032  4.33151E-016  5.17158E-035  1.00000E-040  2.12856E-034  1.00000E-040  1.00000E-040  3.48406E-011  1.28785E-033  3.81144E-028  1.00000E-040  1.00000E-040  2.29194E-033  2.04687E-035  6.23311E-031  1.09091E-037  4.03325E-028  7.64655E-017  1.34399E-022  2.06164E-034  1.62670E-032  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.15000E+001  1.55938E-002  7.32729E+017  1.54143E+002  1.00000E+005  3.77065E+001  1.02714E+004  5.50827E-040  2.19626E+000  6.27325E-021  3.05902E-006  3.69844E-039  3.69844E-039  3.69844E-039  3.69844E-039  3.70422E-039  4.57510E-019  5.50022E-005  1.26336E-008  8.48258E-021  9.99176E-018  2.07087E-006  5.49600E-006  9.96185E-001  3.23216E-024  8.68593E-020  1.00000E-040  1.00000E-040  1.00000E-040  9.66569E-036  4.57223E-026  6.53417E-021  1.20735E-016  2.37322E-025  2.03749E-024  2.14900E-021  6.14052E-011  5.75465E-014  4.64293E-013  3.75206E-003  1.32454E-032  1.74528E-031  4.51453E-012  5.50232E-040  1.00000E-040  1.37534E-032  1.33790E-031  8.27059E-013  1.80704E-010  9.69030E-016  3.48911E-015  1.77682E-014  2.71534E-007  1.74690E-016  6.52381E-027  1.26162E-025  1.31114E-008  2.11173E-035  2.93741E-025  3.42427E-029  3.54227E-034  8.11426E-039  6.82046E-040  5.60454E-031  1.24925E-032  3.83249E-016  6.52842E-035  1.00000E-040  2.43524E-034  1.00000E-040  1.00000E-040  5.00467E-011  2.60980E-033  4.41471E-028  1.00000E-040  1.00000E-040  2.63860E-033  2.35584E-035  8.89751E-031  1.57586E-037  4.68193E-028  1.16718E-016  1.74621E-022  2.62123E-034  6.93080E-032  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.25000E+001  1.04162E-002  4.99092E+017  1.51163E+002  1.00000E+005  6.00606E+001  1.70493E+004  7.48539E-040  7.88601E+000  3.50403E-020  5.55123E-006  6.63992E-039  6.63992E-039  6.63992E-039  6.63992E-039  6.65059E-039  5.31625E-019  7.51570E-005  8.68376E-009  2.38647E-020  2.65458E-017  3.06766E-006  8.00379E-006  9.96609E-001  2.63651E-024  5.93726E-020  1.00000E-040  1.00000E-040  1.01213E-039  1.18556E-035  5.93028E-026  1.06607E-020  1.57461E-016  1.98690E-025  1.71451E-024  1.03289E-021  9.19945E-011  9.01943E-014  1.39831E-012  3.30389E-003  1.72571E-032  2.28316E-031  5.72338E-012  7.47803E-040  1.00000E-040  1.93269E-032  1.73762E-031  1.08048E-012  2.21463E-010  3.46594E-015  1.00927E-014  2.45721E-014  3.70574E-007  1.57078E-016  2.94229E-027  3.16209E-025  1.82690E-008  2.84675E-035  3.79877E-025  4.33386E-029  3.44189E-034  1.09499E-038  8.82735E-040  7.56254E-031  1.53195E-032  3.50420E-016  8.30864E-035  1.00000E-040  2.72429E-034  1.00000E-040  1.00000E-040  7.26511E-011  9.70130E-033  5.04299E-028  1.00000E-040  1.00000E-040  2.99203E-033  2.67102E-035  1.29730E-030  2.28037E-037  5.37290E-028  1.75830E-016  2.31183E-022  3.38059E-034  5.14678E-031  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.35000E+001  6.75472E-003  3.30361E+017  1.48093E+002  1.00000E+005  1.00742E+002  2.73267E+004  1.04640E-039  2.25480E+001  9.61277E-020  9.47860E-006  1.35072E-038  1.35072E-038  1.35072E-038  1.35072E-038  1.35292E-038  2.85138E-018  1.05619E-004  5.83090E-009  7.30342E-020  1.68116E-016  4.66609E-006  1.19843E-005  9.97002E-001  9.45614E-024  4.00253E-020  1.00000E-040  1.00000E-040  8.54607E-038  6.31258E-035  7.91378E-026  6.26481E-020  2.10286E-016  1.64505E-025  1.42322E-024  4.32125E-022  1.41385E-010  2.66917E-013  4.69546E-012  2.87553E-003  2.29530E-032  3.06058E-031  7.38316E-012  1.04515E-039  1.00000E-040  2.80093E-032  2.30880E-031  1.35070E-012  2.75148E-010  2.50982E-014  3.15107E-014  3.50155E-014  5.20083E-007  1.41220E-016  1.29818E-027  1.22158E-024  2.62162E-008  3.94757E-035  5.05435E-025  5.58033E-029  3.37138E-034  1.51994E-038  1.16684E-039  1.04957E-030  1.89971E-032  3.83773E-016  1.07354E-034  1.00000E-040  2.93584E-034  1.00000E-040  1.00000E-040  1.06762E-010  8.48345E-032  5.63905E-028  1.00000E-040  1.00000E-040  3.31215E-033  2.95687E-035  1.94964E-030  3.29424E-037  6.06065E-028  2.66561E-016  3.14750E-022  4.45967E-034  1.91777E-029  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.45000E+001  4.20931E-003  2.10456E+017  1.44866E+002  1.00000E+005  1.69080E+002  3.77776E+004  1.52024E-039  5.57076E+001  1.56274E-019  1.33280E-005  2.96034E-038  2.96034E-038  2.96034E-038  2.96034E-038  2.96508E-038  5.91386E-017  1.54191E-004  3.78168E-009  2.62841E-019  4.80301E-015  7.36259E-006  1.86371E-005  9.97358E-001  1.23201E-022  2.68892E-020  1.00000E-040  1.00000E-040  1.49203E-036  1.28080E-033  1.09757E-025  9.46829E-019  2.90174E-016  1.35455E-025  1.16634E-024  1.64035E-022  2.24865E-010  1.28411E-012  1.61285E-011  2.46149E-003  3.14655E-032  4.24364E-031  9.76317E-012  1.51620E-039  1.00000E-040  4.22871E-032  3.16706E-031  1.60141E-012  3.49869E-010  2.41505E-013  1.30128E-013  6.18620E-014  7.58179E-007  1.27827E-016  5.59963E-028  6.21100E-024  3.91364E-008  5.68770E-035  6.98888E-025  7.36373E-029  3.43181E-034  2.19206E-038  1.59753E-039  1.51331E-030  2.39231E-032  1.79533E-015  1.41798E-034  1.00000E-040  2.92385E-034  1.00000E-040  1.00000E-040  1.58166E-010  1.00154E-030  6.03874E-028  1.00000E-040  1.00000E-040  3.48942E-033  3.11605E-035  3.05002E-030  4.67557E-037  6.60141E-028  4.29020E-016  4.45108E-022  6.07168E-034  2.36606E-027  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.55000E+001  2.59415E-003  1.32556E+017  1.41746E+002  1.00000E+005  2.44922E+002  3.72209E+004  2.23090E-039  1.06940E+002  1.48264E-019  1.26676E-005  5.92368E-038  5.92368E-038  5.92368E-038  5.92368E-038  5.93267E-038  7.08174E-016  2.27179E-004  2.42948E-009  1.10618E-018  8.57235E-014  1.17102E-005  2.92469E-005  9.97640E-001  8.95504E-022  1.75230E-020  1.00000E-040  1.00000E-040  9.31983E-036  1.30744E-032  1.53708E-025  1.03200E-017  4.01178E-016  1.13608E-025  9.33186E-025  6.05018E-023  3.58081E-010  5.32711E-012  5.16496E-011  2.09039E-003  4.32403E-032  5.90622E-031  1.28082E-011  2.20491E-039  1.00000E-040  6.46055E-032  4.35108E-031  1.88346E-012  4.43314E-010  1.82420E-012  7.21197E-013  1.41989E-013  1.11536E-006  1.22341E-016  2.61669E-028  3.43426E-023  5.90516E-008  8.27218E-035  9.75750E-025  9.63644E-029  3.65528E-034  3.19105E-038  2.21967E-039  2.20217E-030  2.94648E-032  1.66013E-014  1.85072E-034  1.00000E-040  2.30613E-034  1.00000E-040  4.97380E-040  2.24999E-010  8.05957E-030  5.60483E-028  1.00000E-040  1.00000E-040  3.13625E-033  2.80314E-035  4.82489E-030  5.97196E-037  6.35122E-028  7.62423E-016  6.35150E-022  8.27244E-034  1.23127E-025  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.65000E+001  1.56593E-003  8.18228E+016  1.38617E+002  1.00000E+005  2.36803E+002  1.90885E+004  3.33781E-039  1.26063E+002  6.30430E-020  6.00393E-006  8.45607E-038  8.45607E-038  8.45607E-038  8.45607E-038  8.46754E-038  5.89398E-015  3.40992E-004  1.52915E-009  5.50904E-018  7.25110E-013  1.89530E-005  4.67545E-005  9.97837E-001  4.32797E-021  1.12205E-020  1.00000E-040  1.00000E-040  3.17377E-035  6.53457E-032  2.19421E-025  4.90597E-017  5.58722E-016  9.98162E-026  7.26235E-025  2.14357E-023  5.68743E-010  1.45776E-011  1.46990E-010  1.75439E-003  6.05406E-032  8.30881E-031  1.67294E-011  3.18713E-039  1.00000E-040  1.00714E-031  6.02705E-031  2.66135E-012  5.69399E-010  8.50209E-012  4.52596E-012  3.58842E-013  1.67131E-006  1.60037E-016  2.19662E-028  1.77396E-022  9.09232E-008  1.22589E-034  1.38856E-024  1.25473E-028  4.09363E-034  4.73305E-038  3.14642E-039  3.26444E-030  3.53561E-032  8.23567E-014  2.38325E-034  1.00000E-040  1.01671E-034  1.00000E-040  4.57954E-039  3.08243E-010  3.11633E-029  3.72796E-028  1.00000E-040  1.00000E-040  1.93495E-033  1.73465E-035  7.79094E-030  6.30675E-037  4.62413E-028  1.49394E-015  9.23022E-022  1.13147E-033  2.26793E-024  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
