alt           press         den           temp          eddy          H2Oaer        SO2aer        H2Saer        CO2aer        S8aer         H2SO4aer      C2H2aer       C2H4aer       C2H6aer       CH4aer        HCaer1        H             H2            H2O           OH            O             O2            CO            CO2           HCO           H2CO          C             CH            CH2           CH3           CH4           S             S2            S3            S4            S8            H2S           HS            SO            SO2           CS            CS2           OCS           C2            C2H           C2H2          C2H4          HO2           H2O2          O3            SO3           H2SO4         HCl           Cl            Cl2           HOCl          ClO           C2H6          CH3OH         CH2CO         CH3CHO        C3H4          C3H6          C4H2          C4H4          OClO          HCS           C2H3          C2H5          1CH2          HCCO          HSO           CH3O          H2COH         C4H           C2H2OH        CH3CO         CH2CHO        C2H3OH        C2H4OH        CH3O2         HSO3          HS4           C4H3          O1D           H2Oaer_r      SO2aer_r      H2Saer_r      CO2aer_r      S8aer_r       H2SO4aer_r    C2H2aer_r     C2H4aer_r     C2H6aer_r     CH4aer_r      HCaer1_r      
2.75000E+001  9.77823E-004  5.21291E+016  1.35862E+002  1.00000E+005  1.20894E+002  3.90316E+003  4.82020E-039  8.09275E+001  1.04090E-020  1.27181E-006  7.44203E-038  7.44203E-038  7.44203E-038  7.44203E-038  7.45024E-038  3.12499E-014  4.93733E-004  9.66168E-010  2.55492E-017  2.98422E-012  2.95677E-005  7.21065E-005  9.97920E-001  1.36004E-020  6.76075E-021  1.00000E-040  1.00000E-040  7.08271E-035  1.27694E-031  3.02306E-025  1.22345E-016  7.24688E-016  8.18874E-026  5.18501E-025  8.04655E-024  8.40149E-010  2.77907E-011  3.51596E-010  1.48218E-003  8.24583E-032  1.11750E-030  2.06241E-011  4.29227E-039  1.00000E-040  1.51277E-031  7.96513E-031  4.19805E-012  7.09806E-010  2.24519E-011  4.63715E-011  1.45640E-012  2.41541E-006  3.86162E-016  6.39523E-028  6.92263E-022  1.35265E-007  1.75275E-034  1.90706E-024  1.54088E-028  4.04865E-034  6.77263E-038  4.12331E-039  4.66659E-030  3.92246E-032  2.07168E-013  2.84232E-034  1.00000E-040  2.38986E-035  1.00000E-040  1.99249E-038  4.07605E-010  4.74121E-029  1.52807E-028  1.00000E-040  1.00000E-040  7.22048E-034  6.55420E-036  1.21567E-029  6.95049E-037  2.23340E-028  2.82718E-015  1.29335E-021  1.45204E-033  1.60013E-023  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.85000E+001  6.45855E-004  3.50363E+016  1.33516E+002  1.00000E+005  3.14401E+001  2.97903E+002  6.56392E-039  3.20827E+001  9.93814E-022  2.31433E-007  4.74385E-038  4.74385E-038  4.74385E-038  4.74385E-038  4.74750E-038  1.08315E-013  6.74842E-004  4.52817E-010  9.43420E-017  7.73218E-012  4.35268E-005  1.05013E-004  9.97901E-001  2.93813E-020  3.79522E-021  1.00000E-040  1.00000E-040  1.19267E-034  1.08049E-031  3.93289E-025  2.21457E-016  8.59643E-016  6.17242E-026  3.42209E-025  3.35675E-024  1.12586E-009  4.29261E-011  7.16240E-010  1.27192E-003  1.06745E-031  1.40575E-030  2.35564E-011  5.36047E-039  1.00000E-040  2.13876E-031  9.82821E-031  6.17148E-012  8.43034E-010  3.99700E-011  4.72124E-010  3.25238E-012  3.29454E-006  1.09825E-015  2.73903E-027  1.92207E-021  1.90275E-007  2.36581E-034  2.47315E-024  1.75194E-028  3.61532E-034  9.14831E-038  4.95503E-039  6.29377E-030  3.97015E-032  3.45322E-013  3.05438E-034  1.00000E-040  3.97796E-036  1.00000E-040  5.15017E-038  5.29305E-010  3.59108E-029  4.11370E-029  1.00000E-040  1.00000E-040  1.77859E-034  1.73520E-036  1.79379E-029  9.20231E-037  7.51061E-029  4.67589E-015  1.70956E-021  1.70087E-033  5.89246E-023  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
2.95000E+001  4.79089E-004  2.63072E+016  1.31904E+002  1.00000E+005  4.21184E+000  8.98243E+000  7.93973E-039  9.53123E+000  9.83491E-023  6.43863E-008  2.68836E-038  2.68836E-038  2.68836E-038  2.68836E-038  2.68953E-038  2.50009E-013  8.20696E-004  1.51245E-010  2.26697E-016  1.45062E-011  5.70152E-005  1.36168E-004  9.97846E-001  4.79341E-020  1.89692E-021  1.00000E-040  1.00000E-040  1.55316E-034  4.62414E-032  4.55286E-025  3.30445E-016  9.01744E-016  4.52861E-026  2.17854E-025  1.76424E-024  1.29348E-009  5.57351E-011  1.21215E-009  1.13604E-003  1.23217E-031  1.55787E-030  2.35455E-011  5.95047E-039  1.00000E-040  2.68145E-031  1.06665E-030  7.75147E-012  8.98003E-010  5.52681E-011  2.00593E-009  1.54111E-012  3.99723E-006  2.50143E-015  8.88269E-027  3.79421E-021  2.38584E-007  2.84123E-034  2.85374E-024  1.74185E-028  2.92612E-034  1.09942E-037  5.27192E-039  7.54692E-030  3.48068E-032  4.61616E-013  2.77997E-034  1.00000E-040  9.44653E-037  1.00000E-040  9.08629E-038  6.37852E-010  1.59652E-029  8.05536E-030  1.00000E-040  1.00000E-040  3.02494E-035  4.38347E-037  2.35970E-029  1.12856E-036  1.79581E-029  6.28648E-015  2.00865E-021  1.73339E-033  1.35892E-022  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.05000E+001  3.98052E-004  2.20158E+016  1.30955E+002  1.00000E+005  3.17163E-001  1.63320E-001  8.56871E-039  2.72038E+000  1.54346E-023  3.37629E-008  1.64626E-038  1.64626E-038  1.64626E-038  1.64626E-038  1.64657E-038  4.23556E-013  8.91059E-004  5.51623E-011  3.77459E-016  2.22653E-011  6.67041E-005  1.57788E-004  9.97821E-001  6.52244E-020  8.69940E-022  1.00000E-040  1.00000E-040  1.65961E-034  1.61502E-032  4.70492E-025  4.37283E-016  8.53031E-016  3.39440E-026  1.38658E-025  1.18861E-024  1.28230E-009  6.32628E-011  1.75897E-009  1.05866E-003  1.26655E-031  1.52440E-030  2.06916E-011  5.87939E-039  1.00000E-040  2.99247E-031  1.02045E-030  8.55776E-012  8.58693E-010  6.69590E-011  4.04888E-009  4.09825E-013  4.32862E-006  4.55383E-015  2.12834E-026  5.88727E-021  2.67620E-007  3.04614E-034  2.93920E-024  1.52127E-028  2.23444E-034  1.17945E-037  4.98286E-039  8.07233E-030  2.66927E-032  5.58546E-013  2.14827E-034  1.00000E-040  5.68286E-037  1.00000E-040  1.25654E-037  7.06439E-010  4.89739E-030  1.67196E-030  1.00000E-040  1.00000E-040  3.80692E-036  1.99752E-037  2.77730E-029  1.11014E-036  3.31523E-030  7.34578E-015  2.10446E-021  1.57283E-033  2.35431E-022  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.15000E+001  3.41317E-004  1.89948E+016  1.30148E+002  1.00000E+005  1.54135E-002  4.35317E-003  8.94333E-039  9.57859E-001  4.24354E-024  2.71007E-008  1.23352E-038  1.23352E-038  1.23352E-038  1.23352E-038  1.23359E-038  6.53139E-013  9.37709E-004  2.54049E-011  5.70082E-016  3.24628E-011  7.56854E-005  1.77418E-004  9.97805E-001  8.35864E-020  4.22622E-022  1.00000E-040  1.00000E-040  1.64655E-034  1.13409E-032  4.71155E-025  5.62966E-016  7.86358E-016  2.63236E-026  8.89028E-026  8.65710E-025  1.19160E-009  6.83032E-011  2.41964E-009  9.98875E-004  1.25299E-031  1.42764E-030  1.73721E-011  5.53764E-039  1.00000E-040  3.22966E-031  9.32642E-031  9.14611E-012  7.98375E-010  7.93082E-011  6.13486E-009  1.30969E-013  4.54212E-006  7.85356E-015  4.60075E-026  8.40807E-021  2.91591E-007  3.16516E-034  2.93312E-024  1.26788E-028  1.77551E-034  1.22622E-037  4.45193E-039  8.36115E-030  1.95917E-032  6.62350E-013  1.52840E-034  1.00000E-040  4.57412E-037  1.00000E-040  1.58133E-037  7.69205E-010  1.32196E-030  7.72035E-031  1.00000E-040  1.00000E-040  4.17735E-037  1.75543E-037  3.17512E-029  9.79346E-037  6.16196E-031  8.30796E-015  2.13399E-021  1.40527E-033  3.78075E-022  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.25000E+001  2.98576E-004  1.67056E+016  1.29452E+002  1.00000E+005  4.95803E-004  8.25340E-004  9.11868E-039  4.26545E-001  1.68939E-024  2.51319E-008  1.06716E-038  1.06716E-038  1.06716E-038  1.06716E-038  1.06718E-038  9.51311E-013  9.67709E-004  1.54054E-011  8.17334E-016  4.63405E-011  8.42673E-005  1.95858E-004  9.97798E-001  1.03498E-019  2.54169E-022  1.00000E-040  1.00000E-040  1.54765E-034  1.34442E-032  4.62578E-025  7.16349E-016  7.05532E-016  2.08165E-026  5.60388E-026  6.59041E-025  1.04591E-009  7.06960E-011  3.22513E-009  9.49607E-004  1.20080E-031  1.29093E-030  1.41023E-011  4.96131E-039  1.00000E-040  3.41351E-031  8.21145E-031  9.56955E-012  7.27906E-010  9.38253E-011  8.08416E-009  6.31842E-014  4.67249E-006  1.33187E-014  9.67900E-026  1.16255E-020  3.12296E-007  3.22494E-034  2.86927E-024  1.02003E-028  1.48496E-034  1.24998E-037  3.72940E-039  8.48425E-030  1.41026E-032  7.85055E-013  1.00907E-034  1.00000E-040  3.60485E-037  1.00000E-040  1.86936E-037  8.23242E-010  4.53532E-031  6.40783E-031  1.00000E-040  1.00000E-040  5.91555E-038  1.75814E-037  3.56699E-029  7.99761E-037  2.05625E-031  9.27842E-015  2.11840E-021  1.26938E-033  5.86070E-022  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.35000E+001  2.64233E-004  1.48565E+016  1.28821E+002  1.00000E+005  1.12066E-005  3.97490E-004  9.13616E-039  2.18457E-001  8.33749E-025  2.41696E-008  9.85026E-039  9.85026E-039  9.85026E-039  9.85026E-039  9.85032E-039  1.34620E-012  9.87680E-004  1.21377E-011  1.15325E-015  6.65694E-011  9.28461E-005  2.14078E-004  9.97794E-001  1.26179E-019  2.17381E-022  1.00000E-040  1.00000E-040  1.39902E-034  1.67895E-032  4.49039E-025  9.11341E-016  6.10789E-016  1.65100E-026  3.36269E-026  5.14779E-025  8.68366E-010  7.01781E-011  4.23135E-009  9.06683E-004  1.11786E-031  1.13259E-030  1.11724E-011  4.16782E-039  1.00000E-040  3.56669E-031  6.99441E-031  9.88637E-012  6.53234E-010  1.12832E-010  9.90430E-009  4.79794E-014  4.75212E-006  2.29059E-014  2.10710E-025  1.61438E-020  3.31594E-007  3.24941E-034  2.77466E-024  7.98866E-029  1.29114E-034  1.25997E-037  2.85695E-039  8.50545E-030  1.02617E-032  9.48945E-013  6.21402E-035  1.00000E-040  2.68696E-037  1.00000E-040  2.11949E-037  8.65388E-010  2.82013E-031  5.81112E-031  1.00000E-040  1.00000E-040  2.12851E-038  1.72064E-037  3.97029E-029  6.16480E-037  1.35753E-031  1.04272E-014  2.07557E-021  1.17268E-033  9.03319E-022  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.45000E+001  2.34948E-004  1.32722E+016  1.28217E+002  1.00000E+005  3.51851E-007  2.55749E-004  9.06121E-039  1.27018E-001  4.72657E-025  2.35305E-008  9.33832E-039  9.33832E-039  9.33832E-039  9.33832E-039  9.33834E-039  1.90706E-012  1.00382E-003  1.11742E-011  1.66739E-015  9.91095E-011  1.01920E-004  2.33238E-004  9.97789E-001  1.54831E-019  2.40811E-022  1.00000E-040  1.00000E-040  1.23330E-034  2.05033E-032  4.33953E-025  1.17267E-015  5.05049E-016  1.29797E-026  1.86192E-026  4.06482E-025  6.82163E-010  6.66295E-011  5.52929E-009  8.67147E-004  1.01347E-031  9.68315E-031  8.71617E-012  3.18403E-039  1.00000E-040  3.71224E-031  5.78520E-031  1.02097E-011  5.78552E-010  1.40480E-010  1.16971E-008  4.80730E-014  4.81119E-006  4.11540E-014  5.02705E-025  2.32182E-020  3.51389E-007  3.26004E-034  2.67068E-024  6.13933E-029  1.14420E-034  1.26449E-037  1.90387E-039  8.48219E-030  7.77610E-033  1.19715E-012  3.59900E-035  1.00000E-040  1.89044E-037  1.00000E-040  2.33619E-037  8.93808E-010  2.30766E-031  5.27265E-031  1.00000E-040  1.00000E-040  1.31423E-038  1.62782E-037  4.40686E-029  4.57500E-037  1.01963E-031  1.21078E-014  2.02070E-021  1.10703E-033  1.42205E-021  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.55000E+001  2.10060E-004  1.19193E+016  1.27646E+002  1.00000E+005  4.01246E-008  1.82200E-004  8.90557E-039  7.46715E-002  2.90277E-025  2.30294E-008  8.97528E-039  8.97528E-039  8.97528E-039  8.97528E-039  8.97528E-039  2.75197E-012  1.01518E-003  1.10959E-011  2.54600E-015  1.56186E-010  1.11376E-004  2.53080E-004  9.97784E-001  1.94790E-019  3.05416E-022  1.00000E-040  1.00000E-040  1.06495E-034  2.45639E-032  4.17193E-025  1.53359E-015  3.90488E-016  9.97449E-027  9.17870E-027  3.24732E-025  4.99934E-010  5.98453E-011  7.21472E-009  8.30945E-004  8.88866E-032  8.02558E-031  6.70176E-012  2.06738E-039  1.00000E-040  3.84745E-031  4.61745E-031  1.06170E-011  5.03385E-010  1.83831E-010  1.34917E-008  5.47513E-014  4.84518E-006  7.96074E-014  1.40592E-024  3.54844E-020  3.71327E-007  3.25427E-034  2.55667E-024  4.62567E-029  1.01486E-034  1.26252E-037  9.96950E-040  8.40823E-030  6.25693E-033  1.61044E-012  1.95606E-035  1.00000E-040  1.24496E-037  1.00000E-040  2.51098E-037  8.99863E-010  1.82317E-031  4.81524E-031  1.00000E-040  1.00000E-040  8.87851E-039  1.49423E-037  4.87288E-029  3.30401E-037  7.04770E-032  1.49949E-014  1.95286E-021  1.06025E-033  2.32278E-021  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.65000E+001  1.89081E-004  1.07737E+016  1.27115E+002  1.00000E+005  1.67329E-008  1.31198E-004  8.67973E-039  3.66899E-002  1.85246E-025  2.25780E-008  8.67938E-039  8.67938E-039  8.67938E-039  8.67938E-039  8.67938E-039  4.11424E-012  1.02034E-003  1.14471E-011  4.20585E-015  2.63388E-010  1.21006E-004  2.73142E-004  9.97782E-001  2.55931E-019  4.16220E-022  1.00000E-040  1.00000E-040  9.05711E-035  2.91234E-032  3.98506E-025  2.04578E-015  2.75437E-016  7.36641E-027  3.92816E-027  2.63090E-025  3.33629E-010  5.05212E-011  9.41223E-009  7.98227E-004  7.47351E-032  6.39972E-031  5.08059E-012  1.01059E-039  1.00000E-040  3.96692E-031  3.52375E-031  1.11764E-011  4.28292E-010  2.55515E-010  1.53170E-008  6.62235E-014  4.84749E-006  1.73136E-013  5.05955E-024  5.92211E-020  3.90807E-007  3.22822E-034  2.43119E-024  3.40921E-029  8.89452E-035  1.25255E-037  3.42908E-040  8.27415E-030  5.41307E-033  2.33739E-012  9.92566E-036  1.00000E-040  7.64836E-038  1.00000E-040  2.63323E-037  8.74112E-010  1.23795E-031  4.51048E-031  1.00000E-040  1.00000E-040  6.14772E-039  1.34967E-037  5.36009E-029  2.33719E-037  4.41303E-032  2.03446E-014  1.87057E-021  1.02425E-033  3.97853E-021  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.75000E+001  1.71376E-004  9.80274E+015  1.26625E+002  1.00000E+005  1.33551E-008  9.20691E-005  8.40231E-039  5.85150E-003  1.20318E-025  2.21434E-008  8.40191E-039  8.40191E-039  8.40191E-039  8.40191E-039  8.40191E-039  6.45521E-012  1.01906E-003  1.21459E-011  7.53239E-015  4.72447E-010  1.30687E-004  2.93165E-004  9.97783E-001  3.55839E-019  6.00230E-022  1.00000E-040  1.00000E-040  7.65280E-035  3.38825E-032  3.78164E-025  2.78531E-015  1.74243E-016  5.14728E-027  1.55059E-027  2.16404E-025  1.94560E-010  4.02764E-011  1.22943E-008  7.69076E-004  5.96068E-032  4.86629E-031  3.80513E-012  3.02960E-040  1.00000E-040  4.06892E-031  2.54234E-031  1.19084E-011  3.55292E-010  3.77539E-010  1.72277E-008  8.38309E-014  4.81735E-006  4.52983E-013  2.52916E-023  1.10521E-019  4.09579E-007  3.18199E-034  2.29608E-024  2.45270E-029  7.63872E-035  1.23461E-037  1.00000E-040  8.08104E-030  5.06364E-033  3.63759E-012  4.67169E-036  1.00000E-040  4.40803E-038  1.00000E-040  2.70044E-037  8.10124E-010  7.14017E-032  4.35238E-031  1.00000E-040  1.00000E-040  4.39182E-039  1.21933E-037  5.86348E-029  1.60594E-037  2.64449E-032  3.03255E-014  1.77496E-021  9.95369E-034  7.15953E-021  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.85000E+001  1.55592E-004  8.93177E+015  1.26173E+002  1.00000E+005  1.25774E-008  6.24990E-005  8.12662E-039  5.41477E-006  7.94889E-026  2.17821E-008  8.12621E-039  8.12621E-039  8.12621E-039  8.12621E-039  8.12621E-039  1.07818E-011  1.01674E-003  1.33644E-011  1.44313E-014  8.92634E-010  1.41041E-004  3.14558E-004  9.97776E-001  5.28354E-019  9.28110E-022  1.00000E-040  1.00000E-040  6.52665E-035  3.82096E-032  3.58396E-025  3.87249E-015  9.96915E-017  3.39521E-027  7.84350E-028  1.81372E-025  9.17485E-011  3.06958E-011  1.61635E-008  7.46544E-004  4.46271E-032  3.49842E-031  2.83935E-012  1.00000E-040  1.00000E-040  4.17400E-031  1.71309E-031  1.28059E-011  2.88048E-010  5.91313E-010  1.93906E-008  1.12948E-013  4.78033E-006  1.58603E-012  1.65471E-022  2.34058E-019  4.29711E-007  3.13293E-034  2.16493E-024  1.72488E-029  6.41148E-035  1.21541E-037  1.00000E-040  7.87338E-030  5.14431E-033  5.97836E-012  2.02819E-036  1.00000E-040  2.39948E-038  1.00000E-040  2.73493E-037  7.09054E-010  3.86383E-032  4.27046E-031  1.00000E-040  1.00000E-040  3.23420E-039  1.12090E-037  6.41143E-029  1.04670E-037  1.54233E-032  4.87255E-014  1.67633E-021  9.78226E-034  1.35816E-020  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
3.95000E+001  1.41218E-004  8.13463E+015  1.25739E+002  1.00000E+005  1.22653E-008  4.48035E-005  7.86929E-039  4.29516E-009  5.54880E-026  2.14636E-008  7.86885E-039  7.86885E-039  7.86885E-039  7.86885E-039  7.86885E-039  1.88399E-011  1.01551E-003  1.53008E-011  2.84836E-014  1.76574E-009  1.52419E-004  3.38114E-004  9.97761E-001  8.21096E-019  1.54783E-021  1.00000E-040  1.00000E-040  5.68134E-035  4.02159E-032  3.39926E-025  5.45963E-015  5.17417E-017  2.10359E-027  7.29181E-028  1.53613E-025  2.85973E-011  2.18554E-011  2.13779E-008  7.28138E-004  3.03721E-032  2.30862E-031  2.12840E-012  1.00000E-040  1.00000E-040  4.29091E-031  1.03767E-031  1.34913E-011  2.27036E-010  9.80084E-010  2.19419E-008  1.64485E-013  4.74608E-006  6.32142E-012  1.08170E-021  5.54005E-019  4.52327E-007  3.08766E-034  2.04193E-024  1.17586E-029  5.18338E-035  1.19748E-037  1.00000E-040  7.66591E-030  5.65692E-033  1.02920E-011  7.97082E-037  1.00000E-040  1.17237E-038  1.00000E-040  2.75272E-037  5.66905E-010  2.03051E-032  4.12462E-031  1.00000E-040  1.00000E-040  2.36742E-039  1.03188E-037  7.02124E-029  6.02473E-038  8.16157E-033  8.08018E-014  1.57723E-021  9.77982E-034  2.71775E-020  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
4.05000E+001  1.28242E-004  7.41115E+015  1.25331E+002  1.00000E+005  1.20259E-008  3.14030E-005  7.62084E-039  2.01122E-012  3.93251E-026  2.11503E-008  7.62037E-039  7.62037E-039  7.62037E-039  7.62037E-039  7.62037E-039  3.31388E-011  1.01445E-003  1.79902E-011  5.48130E-014  3.58784E-009  1.64772E-004  3.63694E-004  9.97737E-001  1.28654E-018  2.68836E-021  1.00000E-040  1.00000E-040  5.06460E-035  3.60099E-032  3.22375E-025  7.72299E-015  2.46124E-017  1.24716E-027  9.71356E-028  1.31943E-025  6.61954E-012  1.42501E-011  2.82828E-008  7.14493E-004  1.82958E-032  1.36180E-031  1.61542E-012  1.00000E-040  1.00000E-040  4.41426E-031  5.45568E-032  1.34312E-011  1.73101E-010  1.68407E-009  2.48747E-008  2.50828E-013  4.71030E-006  1.36177E-011  4.51670E-021  1.37197E-018  4.77102E-007  3.04327E-034  1.92480E-024  7.69561E-030  3.97071E-035  1.17971E-037  1.00000E-040  7.45191E-030  6.52769E-033  1.81995E-011  2.85963E-037  1.00000E-040  4.87497E-039  1.00000E-040  2.76323E-037  4.04266E-010  9.20500E-033  3.78756E-031  1.00000E-040  1.00000E-040  1.66200E-039  9.31494E-038  7.69188E-029  2.85275E-038  3.58518E-033  1.31189E-013  1.47668E-021  9.97427E-034  5.61810E-020  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
4.15000E+001  1.16542E-004  6.75558E+015  1.24950E+002  1.00000E+005  1.18228E-008  2.02757E-005  7.37907E-039  5.45668E-016  2.79805E-026  2.08289E-008  7.37856E-039  7.37856E-039  7.37856E-039  7.37856E-039  7.37856E-039  5.66236E-011  1.01336E-003  2.12494E-011  9.87913E-014  7.32688E-009  1.78144E-004  3.91385E-004  9.97707E-001  1.96140E-018  4.67415E-021  1.00000E-040  1.00000E-040  4.53826E-035  2.67216E-032  3.05652E-025  1.09019E-014  1.06301E-017  7.35160E-028  1.35860E-027  1.14908E-025  1.53545E-012  8.51460E-012  3.72851E-008  7.05220E-004  9.42568E-033  6.93325E-032  1.25517E-012  1.00000E-040  1.00000E-040  4.54165E-031  2.37909E-032  1.23770E-011  1.26908E-010  2.92921E-009  2.80869E-008  3.81441E-013  4.67212E-006  1.59803E-011  1.14624E-020  3.32912E-018  5.04054E-007  2.99922E-034  1.81296E-024  4.77140E-030  2.84784E-035  1.16189E-037  1.00000E-040  7.23004E-030  7.67289E-033  3.23355E-011  9.81582E-038  1.00000E-040  1.62596E-039  1.00000E-040  2.77187E-037  2.55974E-010  3.55046E-033  3.24723E-031  1.00000E-040  1.00000E-040  1.09266E-039  8.12056E-038  8.42684E-029  1.04226E-038  1.29905E-033  2.00283E-013  1.37472E-021  1.04314E-033  1.17175E-019  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
4.25000E+001  1.05990E-004  6.16151E+015  1.24594E+002  1.00000E+005  1.16418E-008  1.11305E-005  7.14264E-039  8.23091E-020  1.99117E-026  2.04906E-008  7.14209E-039  7.14209E-039  7.14209E-039  7.14209E-039  7.14209E-039  9.06313E-011  1.01224E-003  2.46360E-011  1.61865E-013  1.45983E-008  1.92610E-004  4.21343E-004  9.97669E-001  2.80527E-018  7.87806E-021  1.00000E-040  1.00000E-040  3.88714E-035  1.73024E-032  2.89720E-025  1.53441E-014  4.32009E-018  4.83573E-028  1.79093E-027  1.01363E-025  4.33453E-013  4.76166E-012  4.89263E-008  6.99803E-004  4.01507E-033  2.93925E-032  1.01177E-012  1.00000E-040  1.00000E-040  4.67149E-031  8.22517E-033  1.05158E-011  8.94272E-011  4.98533E-009  3.13776E-008  5.49163E-013  4.63138E-006  1.39812E-011  2.06151E-020  7.42209E-018  5.33286E-007  2.95547E-034  1.70614E-024  2.76050E-030  1.94596E-035  1.14398E-037  1.00000E-040  7.00005E-030  8.94389E-033  5.60391E-011  3.49586E-038  1.00000E-040  4.12992E-040  1.00000E-040  2.78102E-037  1.48480E-010  1.32526E-033  2.59532E-031  1.00000E-040  1.00000E-040  6.82266E-040  6.79232E-038  9.23101E-029  2.80778E-039  4.21031E-034  2.78797E-013  1.27165E-021  1.12412E-033  2.38412E-019  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
4.35000E+001  9.64688E-005  5.62327E+015  1.24255E+002  1.00000E+005  1.14781E-008  5.12057E-006  6.91033E-039  6.64122E-024  1.43665E-026  2.01327E-008  6.90973E-039  6.90973E-039  6.90973E-039  6.90973E-039  6.90973E-039  1.36927E-010  1.01108E-003  2.79331E-011  2.45206E-013  2.72926E-008  2.08253E-004  4.53740E-004  9.97625E-001  3.79145E-018  1.28704E-020  1.00000E-040  1.00000E-040  2.96845E-035  1.10114E-032  2.74549E-025  2.15632E-014  1.89184E-018  3.99083E-028  2.21516E-027  9.02413E-026  1.59200E-013  2.73404E-012  6.40470E-008  6.96504E-004  1.38506E-033  1.01324E-032  8.58155E-013  1.00000E-040  1.00000E-040  4.80313E-031  2.19171E-033  8.69998E-012  6.13013E-011  7.97468E-009  3.45320E-008  7.41508E-013  4.58798E-006  1.16737E-011  3.08464E-020  1.46910E-017  5.64920E-007  2.91203E-034  1.60413E-024  1.47111E-030  1.35326E-035  1.12599E-037  1.00000E-040  6.76174E-030  1.02425E-032  9.11044E-011  1.37328E-038  1.00000E-040  1.00000E-040  1.00000E-040  2.78997E-037  8.73709E-011  5.91168E-034  2.03048E-031  1.00000E-040  1.00000E-040  4.37624E-040  5.71292E-038  1.01096E-028  5.73318E-040  1.42862E-034  3.58972E-013  1.16782E-021  1.24163E-033  4.54589E-019  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  1.00000E-005  
