tot_time [s],surface_temp [K],precip_rate [m/s],"atm(pres [Pa], temp [K], xfrac [mol/mol])"
0,235.151,2.23853e-06,"{'alt': tensor([[  500.0000,  1753.1646,  3006.3291,  4259.4937,  5512.6582,  6765.8228,
          8018.9873,  9272.1519, 10525.3165, 11778.4810, 13031.6456, 14284.8101,
         15537.9747, 16791.1392, 18044.3038, 19297.4684, 20550.6329, 21803.7975,
         23056.9620, 24310.1266, 25563.2911, 26816.4557, 28069.6203, 29322.7848,
         30575.9494, 31829.1139, 33082.2785, 34335.4430, 35588.6076, 36841.7722,
         38094.9367, 39348.1013, 40601.2658, 41854.4304, 43107.5949, 44360.7595,
         45613.9241, 46867.0886, 48120.2532, 49373.4177, 50626.5823, 51879.7468,
         53132.9114, 54386.0759, 55639.2405, 56892.4051, 58145.5696, 59398.7342,
         60651.8987, 61905.0633, 63158.2278, 64411.3924, 65664.5570, 66917.7215,
         68170.8861, 69424.0506, 70677.2152, 71930.3797, 73183.5443, 74436.7089,
         75689.8734, 76943.0380, 78196.2025, 79449.3671, 80702.5316, 81955.6962,
         83208.8608, 84462.0253, 85715.1899, 86968.3544, 88221.5190, 89474.6835,
         90727.8481, 91981.0127, 93234.1772, 94487.3418, 95740.5063, 96993.6709,
         98246.8354, 99500.0000]], dtype=torch.float64), 'dz': tensor([1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.],
       dtype=torch.float64), 'temp': tensor([[187.1475, 184.1343, 180.6497, 176.4631, 171.4204, 165.5731, 159.1313,
         152.3118, 145.2988, 138.2110, 131.1049, 123.9998, 116.9041, 109.8213,
         102.7537, 100.0748, 100.0754, 100.0616, 100.0411, 100.0262, 100.0213,
         100.0207, 100.0212, 100.0225, 100.0245, 100.0271, 100.0303, 100.0341,
         100.0385, 100.0434, 100.0489, 100.0547, 100.0610, 100.0677, 100.0750,
         100.0828, 100.0912, 100.1004, 100.1118, 100.1465, 100.2728, 100.3374,
         100.3915, 100.4557, 100.5317, 100.6215, 100.7272, 100.8509, 100.9964,
         101.1668, 101.3654, 101.5966, 101.8672, 102.1825, 102.5474, 102.9671,
         103.4490, 103.9952, 104.6063, 105.2817, 106.0210, 106.8168, 107.6591,
         108.5374, 109.4345, 110.3330, 111.2105, 112.0474, 112.8052, 113.4676,
         114.0083, 114.4073, 114.6192, 114.6508, 114.5012, 114.1801, 113.6844,
         113.0720, 112.3763, 111.6497]], dtype=torch.float64), 'xCO2': tensor([[9.9139e-01, 7.8422e-01, 7.5623e-01, 5.8980e-01, 3.4741e-01, 1.8756e-01,
         9.2229e-02, 4.0701e-02, 1.5764e-02, 5.9745e-03, 1.9758e-03, 5.4073e-04,
         1.1471e-04, 2.7261e-05, 9.9092e-06, 7.7584e-06, 8.9781e-06, 1.0951e-05,
         1.3439e-05, 1.6601e-05, 2.0701e-05, 2.6119e-05, 3.3033e-05, 4.1827e-05,
         5.3132e-05, 6.7893e-05, 8.6638e-05, 1.1040e-04, 1.4096e-04, 1.8076e-04,
         2.3131e-04, 2.9539e-04, 3.7800e-04, 4.8541e-04, 6.2187e-04, 7.9497e-04,
         1.0188e-03, 1.3099e-03, 1.6841e-03, 2.1781e-03, 2.8815e-03, 3.7786e-03,
         4.9201e-03, 6.3974e-03, 8.3819e-03, 1.1055e-02, 1.4598e-02, 1.9313e-02,
         2.5864e-02, 3.4971e-02, 4.7464e-02, 6.4722e-02, 9.0028e-02, 1.2704e-01,
         1.8042e-01, 2.5413e-01, 3.1646e-01, 3.5740e-01, 3.9486e-01, 4.3413e-01,
         4.7629e-01, 5.2100e-01, 5.6784e-01, 6.1642e-01, 6.6621e-01, 7.1620e-01,
         7.6532e-01, 8.1255e-01, 8.5569e-01, 8.9344e-01, 9.2440e-01, 9.4759e-01,
         9.6010e-01, 9.6354e-01, 9.5981e-01, 9.5222e-01, 9.4408e-01, 9.3937e-01,
         9.4000e-01, 9.4681e-01]], dtype=torch.float64), 'xH2O': tensor([[2.3029e-06, 9.9606e-07, 3.5234e-07, 1.0684e-07, 2.6401e-08, 7.0078e-09,
         1.5962e-09, 2.9105e-10, 3.5968e-11, 3.0276e-12, 4.4649e-13, 3.1115e-13,
         1.0944e-13, 3.9819e-14, 2.8596e-14, 2.1645e-14, 1.3484e-14, 5.9064e-15,
         2.1537e-15, 9.3786e-16, 6.0175e-16, 5.1299e-16, 4.8096e-16, 4.7324e-16,
         4.7771e-16, 4.8811e-16, 5.0168e-16, 5.1943e-16, 5.4463e-16, 5.8097e-16,
         6.2898e-16, 6.8993e-16, 7.6747e-16, 8.6725e-16, 9.9438e-16, 1.1592e-15,
         1.3865e-15, 1.7299e-15, 2.3055e-15, 3.3956e-15, 5.4600e-15, 8.0000e-15,
         1.0857e-14, 1.4324e-14, 1.8891e-14, 2.5006e-14, 3.3068e-14, 4.3725e-14,
         5.8460e-14, 7.8867e-14, 1.0678e-13, 1.4533e-13, 2.0246e-13, 2.8757e-13,
         4.1359e-13, 6.0066e-13, 8.7762e-13, 1.3140e-12, 2.0650e-12, 3.4245e-12,
         6.2627e-12, 1.1939e-11, 2.2848e-11, 4.2528e-11, 6.6858e-11, 8.0099e-11,
         8.3782e-11, 8.2667e-11, 7.9634e-11, 7.6077e-11, 7.2313e-11, 6.8427e-11,
         6.4339e-11, 6.0171e-11, 5.6212e-11, 5.2941e-11, 5.1134e-11, 5.1206e-11,
         5.3578e-11, 5.8632e-11]], dtype=torch.float64), 'xSO2': tensor([[3.0382e-02, 1.9005e-02, 1.0554e-02, 5.2885e-03, 2.3428e-03, 1.0027e-03,
         3.8084e-04, 1.2350e-04, 3.2199e-05, 8.4443e-06, 1.8042e-06, 2.8508e-07,
         2.7564e-08, 3.4206e-09, 6.6634e-10, 3.8262e-10, 4.1761e-10, 4.9375e-10,
         5.9050e-10, 7.1726e-10, 8.8727e-10, 1.1156e-09, 1.4086e-09, 1.7824e-09,
         2.2639e-09, 2.8933e-09, 3.6923e-09, 4.7046e-09, 6.0063e-09, 7.7015e-09,
         9.8544e-09, 1.2585e-08, 1.6106e-08, 2.0688e-08, 2.6513e-08, 3.3910e-08,
         4.3490e-08, 5.5994e-08, 7.2232e-08, 9.4219e-08, 1.2639e-07, 1.6783e-07,
         2.2071e-07, 2.8989e-07, 3.8452e-07, 5.1470e-07, 6.9109e-07, 9.3158e-07,
         1.2765e-06, 1.7732e-06, 2.4797e-06, 3.4954e-06, 5.0654e-06, 7.4964e-06,
         1.1229e-05, 1.7067e-05, 2.7054e-05, 4.3851e-05, 7.1369e-05, 1.1256e-04,
         1.5211e-04, 1.7022e-04, 1.7945e-04, 1.8599e-04, 1.9083e-04, 1.9401e-04,
         1.9533e-04, 1.9464e-04, 1.9142e-04, 1.8579e-04, 1.7772e-04, 1.6722e-04,
         1.5399e-04, 1.3897e-04, 1.2315e-04, 1.0774e-04, 9.4093e-05, 8.2775e-05,
         7.3936e-05, 6.7421e-05]], dtype=torch.float64), 'xH2SO4aer': tensor([[6.5698e-08, 7.4535e-08, 8.5379e-08, 9.6100e-08, 1.0721e-07, 1.2023e-07,
         1.3502e-07, 1.5198e-07, 1.7184e-07, 2.0231e-07, 3.5221e-07, 1.1226e-06,
         8.5416e-07, 2.5791e-08, 4.6669e-11, 1.8424e-13, 2.9760e-14, 1.7005e-14,
         1.1296e-14, 7.6395e-15, 5.2240e-15, 3.7033e-15, 2.6927e-15, 2.0121e-15,
         1.5482e-15, 1.2287e-15, 9.9478e-16, 8.2195e-16, 6.9508e-16, 6.0359e-16,
         5.3766e-16, 4.9411e-16, 4.7250e-16, 4.7281e-16, 4.9331e-16, 5.3505e-16,
         6.0185e-16, 6.9781e-16, 8.2586e-16, 9.9184e-16, 1.1798e-15, 1.2743e-15,
         1.2891e-15, 1.2747e-15, 1.2574e-15, 1.2468e-15, 1.2460e-15, 1.2585e-15,
         1.2915e-15, 1.3491e-15, 1.4343e-15, 1.5537e-15, 1.7259e-15, 1.9635e-15,
         2.2774e-15, 2.6496e-15, 2.7426e-15, 2.6258e-15, 2.5063e-15, 2.3994e-15,
         2.2703e-15, 2.0776e-15, 1.7840e-15, 1.3546e-15, 7.9571e-16, 3.4211e-16,
         1.1873e-16, 3.5687e-17, 1.2010e-17, 4.1633e-18, 1.4401e-18, 4.9635e-19,
         2.0213e-19, 8.6446e-20, 3.8658e-20, 1.8420e-20, 1.0130e-20, 5.6972e-21,
         3.0147e-21, 1.1542e-21]], dtype=torch.float64), 'xS8aer': tensor([[1.4552e-34, 3.1409e-34, 7.8128e-34, 5.1133e-33, 9.0541e-27, 4.3450e-22,
         1.9332e-21, 2.1190e-21, 1.9614e-21, 1.8355e-21, 2.4999e-21, 7.4997e-21,
         5.2117e-21, 1.1724e-22, 1.0891e-25, 1.0809e-28, 6.0171e-32, 9.3238e-33,
         5.4181e-33, 3.5303e-33, 2.5479e-33, 2.0392e-33, 1.7545e-33, 1.6102e-33,
         1.5642e-33, 1.5949e-33, 1.6832e-33, 1.8268e-33, 2.0313e-33, 2.3068e-33,
         2.6565e-33, 3.0933e-33, 3.6419e-33, 4.3326e-33, 5.1825e-33, 6.2262e-33,
         7.5302e-33, 9.1758e-33, 1.1259e-32, 1.4021e-32, 1.7937e-32, 2.2599e-32,
         2.8190e-32, 3.5139e-32, 4.4153e-32, 5.5907e-32, 7.1031e-32, 9.0579e-32,
         1.1690e-31, 1.5238e-31, 1.9965e-31, 2.6307e-31, 3.5309e-31, 4.8055e-31,
         6.5844e-31, 8.9480e-31, 1.0732e-30, 1.1685e-30, 1.2399e-30, 1.2853e-30,
         1.2377e-30, 9.6180e-31, 2.9620e-31, 4.8115e-33, 1.0000e-40, 1.0000e-40,
         1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40,
         1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40,
         1.0000e-40, 1.0000e-40]], dtype=torch.float64), 'pres': tensor([[5.0291e+04, 4.4001e+04, 3.8398e+04, 3.3401e+04, 2.8935e+04, 2.4939e+04,
         2.1366e+04, 1.8179e+04, 1.5347e+04, 1.2845e+04, 1.0647e+04, 8.7305e+03,
         7.0735e+03, 5.6537e+03, 4.4498e+03, 3.4799e+03, 2.7214e+03, 2.1281e+03,
         1.6641e+03, 1.3012e+03, 1.0175e+03, 7.9559e+02, 6.2209e+02, 4.8643e+02,
         3.8036e+02, 2.9741e+02, 2.3256e+02, 1.8185e+02, 1.4220e+02, 1.1120e+02,
         8.6954e+01, 6.7997e+01, 5.3174e+01, 4.1583e+01, 3.2519e+01, 2.5431e+01,
         1.9889e+01, 1.5555e+01, 1.2165e+01, 9.5153e+00, 7.4449e+00, 5.8258e+00,
         4.5595e+00, 3.5690e+00, 2.7942e+00, 2.1881e+00, 1.7139e+00, 1.3428e+00,
         1.0525e+00, 8.2526e-01, 6.4740e-01, 5.0816e-01, 3.9912e-01, 3.1371e-01,
         2.4679e-01, 1.9433e-01, 1.5320e-01, 1.2092e-01, 9.5576e-02, 7.5658e-02,
         5.9988e-02, 4.7646e-02, 3.7912e-02, 3.0222e-02, 2.4137e-02, 1.9312e-02,
         1.5479e-02, 1.2427e-02, 9.9919e-03, 8.0440e-03, 6.4826e-03, 5.2281e-03,
         4.2181e-03, 3.4034e-03, 2.7453e-03, 2.2131e-03, 1.7824e-03, 1.4339e-03,
         1.1519e-03, 9.2409e-04]], dtype=torch.float64)}"
21600,231.005,7.02097e-09,"{'alt': tensor([[  500.0000,  1753.1646,  3006.3291,  4259.4937,  5512.6582,  6765.8228,
          8018.9873,  9272.1519, 10525.3165, 11778.4810, 13031.6456, 14284.8101,
         15537.9747, 16791.1392, 18044.3038, 19297.4684, 20550.6329, 21803.7975,
         23056.9620, 24310.1266, 25563.2911, 26816.4557, 28069.6203, 29322.7848,
         30575.9494, 31829.1139, 33082.2785, 34335.4430, 35588.6076, 36841.7722,
         38094.9367, 39348.1013, 40601.2658, 41854.4304, 43107.5949, 44360.7595,
         45613.9241, 46867.0886, 48120.2532, 49373.4177, 50626.5823, 51879.7468,
         53132.9114, 54386.0759, 55639.2405, 56892.4051, 58145.5696, 59398.7342,
         60651.8987, 61905.0633, 63158.2278, 64411.3924, 65664.5570, 66917.7215,
         68170.8861, 69424.0506, 70677.2152, 71930.3797, 73183.5443, 74436.7089,
         75689.8734, 76943.0380, 78196.2025, 79449.3671, 80702.5316, 81955.6962,
         83208.8608, 84462.0253, 85715.1899, 86968.3544, 88221.5190, 89474.6835,
         90727.8481, 91981.0127, 93234.1772, 94487.3418, 95740.5063, 96993.6709,
         98246.8354, 99500.0000]], dtype=torch.float64), 'dz': tensor([1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.,
        1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250., 1250.],
       dtype=torch.float64), 'temp': tensor([[187.8081, 184.1377, 180.6361, 176.4330, 171.3289, 165.5207, 159.1137,
         152.3192, 145.3223, 138.2456, 131.1456, 124.0417, 116.9536, 109.8574,
         102.7898, 100.0757, 100.0754, 100.0617, 100.0411, 100.0262, 100.0215,
         100.0208, 100.0214, 100.0227, 100.0248, 100.0275, 100.0308, 100.0347,
         100.0393, 100.0444, 100.0502, 100.0564, 100.0631, 100.0705, 100.0786,
         100.0874, 100.0971, 100.1081, 100.1217, 100.1594, 100.2899, 100.3602,
         100.4215, 100.4951, 100.5839, 100.6913, 100.8207, 100.9766, 101.1676,
         101.4027, 101.6925, 102.0537, 102.5214, 103.1374, 103.9602, 105.0629,
         106.2662, 107.5033, 108.9353, 110.6276, 112.3992, 114.0055, 115.5751,
         117.1576, 118.7310, 120.2685, 121.7282, 123.0794, 124.2621, 125.2554,
         126.0396, 126.6011, 126.8759, 126.9113, 126.7301, 126.3857, 125.9144,
         125.4230, 124.9294, 124.4973]], dtype=torch.float64), 'xCO2': tensor([[9.9402e-01, 8.0894e-01, 7.3326e-01, 5.8010e-01, 3.6078e-01, 1.9896e-01,
         9.9751e-02, 4.5017e-02, 1.7951e-02, 7.0170e-03, 2.4177e-03, 7.0140e-04,
         1.6291e-04, 4.2070e-05, 1.3351e-05, 7.2475e-06, 7.5432e-06, 9.3272e-06,
         1.1665e-05, 1.4657e-05, 1.8538e-05, 2.3657e-05, 3.0179e-05, 3.8460e-05,
         4.9094e-05, 6.2972e-05, 8.0596e-05, 1.0294e-04, 1.3168e-04, 1.6911e-04,
         2.1666e-04, 2.7696e-04, 3.5472e-04, 4.5588e-04, 5.8447e-04, 7.4768e-04,
         9.5889e-04, 1.2340e-03, 1.5878e-03, 2.0552e-03, 2.7205e-03, 3.5743e-03,
         4.6656e-03, 6.0853e-03, 8.0077e-03, 1.0626e-02, 1.4140e-02, 1.8891e-02,
         2.5654e-02, 3.5078e-02, 4.7747e-02, 6.5209e-02, 9.0771e-02, 1.2799e-01,
         1.8027e-01, 2.4672e-01, 3.0808e-01, 3.5386e-01, 3.9333e-01, 4.3287e-01,
         4.7505e-01, 5.1951e-01, 5.6599e-01, 6.1410e-01, 6.6328e-01, 7.1246e-01,
         7.6053e-01, 8.0650e-01, 8.4795e-01, 8.8369e-01, 9.1252e-01, 9.3419e-01,
         9.4664e-01, 9.5258e-01, 9.5420e-01, 9.5401e-01, 9.5379e-01, 9.5575e-01,
         9.6059e-01, 9.6900e-01]], dtype=torch.float64), 'xH2O': tensor([[4.4123e-07, 3.1114e-07, 1.8074e-07, 8.8842e-08, 3.2537e-08, 9.5368e-09,
         2.3292e-09, 4.6072e-10, 5.6666e-11, 3.4760e-12, 7.8370e-13, 8.0221e-13,
         2.9022e-13, 8.7878e-14, 5.1356e-14, 4.0694e-14, 2.2709e-14, 5.0475e-15,
         1.9730e-15, 1.0874e-15, 7.7326e-16, 6.6027e-16, 6.1165e-16, 5.9317e-16,
         5.8982e-16, 5.9399e-16, 6.0242e-16, 6.1611e-16, 6.3811e-16, 6.7166e-16,
         7.1732e-16, 7.7657e-16, 8.5310e-16, 9.5278e-16, 1.0819e-15, 1.2544e-15,
         1.5035e-15, 1.8948e-15, 2.5377e-15, 3.6362e-15, 5.5384e-15, 8.0110e-15,
         1.0941e-14, 1.4494e-14, 1.9124e-14, 2.5347e-14, 3.3667e-14, 4.4912e-14,
         6.1115e-14, 8.4628e-14, 1.1844e-13, 1.6875e-13, 2.5501e-13, 4.1383e-13,
         7.2343e-13, 1.3714e-12, 2.6580e-12, 3.7566e-12, 4.4240e-12, 5.7432e-12,
         8.8429e-12, 1.5141e-11, 2.6222e-11, 4.2347e-11, 5.9625e-11, 7.2175e-11,
         7.8512e-11, 7.9984e-11, 7.8314e-11, 7.5348e-11, 7.1817e-11, 6.8120e-11,
         6.4487e-11, 6.1256e-11, 5.8748e-11, 5.7303e-11, 5.7457e-11, 5.9343e-11,
         6.3182e-11, 6.9232e-11]], dtype=torch.float64), 'xSO2': tensor([[1.1219e-02, 9.5700e-03, 7.0723e-03, 4.6875e-03, 2.5177e-03, 1.1261e-03,
         4.4224e-04, 1.4961e-04, 4.1554e-05, 1.1650e-05, 2.7263e-06, 4.9239e-07,
         6.0079e-08, 8.9836e-09, 1.4257e-09, 4.0106e-10, 3.4891e-10, 4.1263e-10,
         5.0045e-10, 6.1556e-10, 7.6672e-10, 9.6857e-10, 1.2267e-09, 1.5548e-09,
         1.9762e-09, 2.5261e-09, 3.2243e-09, 4.1089e-09, 5.2461e-09, 6.7262e-09,
         8.6051e-09, 1.0987e-08, 1.4059e-08, 1.8056e-08, 2.3139e-08, 2.9597e-08,
         3.7981e-08, 4.9011e-08, 6.3525e-08, 8.3239e-08, 1.1121e-07, 1.4852e-07,
         1.9670e-07, 2.5995e-07, 3.4686e-07, 4.6701e-07, 6.3049e-07, 8.5448e-07,
         1.1775e-06, 1.6447e-06, 2.3113e-06, 3.2738e-06, 4.7615e-06, 7.0677e-06,
         1.0633e-05, 1.6257e-05, 2.5794e-05, 4.1437e-05, 6.5411e-05, 9.6892e-05,
         1.2588e-04, 1.4348e-04, 1.5288e-04, 1.5830e-04, 1.6150e-04, 1.6312e-04,
         1.6315e-04, 1.6152e-04, 1.5779e-04, 1.5209e-04, 1.4448e-04, 1.3518e-04,
         1.2426e-04, 1.1264e-04, 1.0107e-04, 9.0230e-05, 8.0790e-05, 7.2875e-05,
         6.6479e-05, 6.1516e-05]], dtype=torch.float64), 'xH2SO4aer': tensor([[6.5699e-08, 7.4536e-08, 8.5381e-08, 9.6107e-08, 1.0722e-07, 1.2028e-07,
         1.3518e-07, 1.5251e-07, 1.7390e-07, 2.2994e-07, 6.4468e-07, 1.2287e-06,
         1.7093e-07, 8.8690e-11, 3.1651e-14, 2.3968e-14, 2.5289e-14, 2.3166e-14,
         1.6572e-14, 1.1478e-14, 7.9510e-15, 5.6390e-15, 4.0567e-15, 2.9705e-15,
         2.2260e-15, 1.7159e-15, 1.3454e-15, 1.0739e-15, 8.7667e-16, 7.3545e-16,
         6.3291e-16, 5.6251e-16, 5.2174e-16, 5.0868e-16, 5.1962e-16, 5.5449e-16,
         6.1596e-16, 7.0612e-16, 8.2417e-16, 9.6929e-16, 1.1279e-15, 1.2198e-15,
         1.2422e-15, 1.2264e-15, 1.2015e-15, 1.1829e-15, 1.1754e-15, 1.1824e-15,
         1.2101e-15, 1.2523e-15, 1.3014e-15, 1.3681e-15, 1.4580e-15, 1.5618e-15,
         1.6425e-15, 1.5947e-15, 1.1923e-15, 5.8949e-16, 2.3060e-16, 1.0597e-16,
         6.4814e-17, 4.4264e-17, 2.9123e-17, 1.6599e-17, 7.8570e-18, 3.0915e-18,
         1.0339e-18, 3.0325e-19, 1.0128e-19, 3.5409e-20, 1.2638e-20, 4.6701e-21,
         2.0906e-21, 1.0059e-21, 5.1241e-22, 2.7455e-22, 1.5966e-22, 9.1189e-23,
         4.7339e-23, 1.7315e-23]], dtype=torch.float64), 'xS8aer': tensor([[1.4553e-34, 3.1412e-34, 7.8294e-34, 4.6889e-32, 2.3318e-26, 4.3579e-22,
         1.9356e-21, 2.1250e-21, 1.9805e-21, 2.0470e-21, 4.5986e-21, 7.7832e-21,
         8.4656e-22, 2.0475e-25, 2.5789e-32, 1.8254e-35, 7.0204e-36, 4.7060e-36,
         3.2293e-36, 2.2836e-36, 1.6857e-36, 1.3125e-36, 1.0602e-36, 8.8862e-37,
         7.7466e-37, 7.0423e-37, 6.6408e-37, 6.5025e-37, 6.6259e-37, 7.0290e-37,
         7.7076e-37, 8.6982e-37, 1.0081e-36, 1.1958e-36, 1.4389e-36, 1.7500e-36,
         2.1532e-36, 2.6762e-36, 3.3153e-36, 3.9886e-36, 4.4612e-36, 5.6630e-36,
         6.8294e-36, 7.8131e-36, 8.2795e-36, 7.6001e-36, 4.9554e-36, 3.9986e-37,
         1.7790e-39, 6.8372e-40, 2.4781e-40, 1.0922e-40, 1.0000e-40, 1.5553e-40,
         1.7231e-40, 2.2173e-40, 9.5279e-40, 2.3947e-39, 1.4423e-40, 1.0000e-40,
         7.0763e-40, 1.9002e-39, 1.1219e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40,
         1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40,
         1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40, 1.0000e-40,
         1.0000e-40, 1.0000e-40]], dtype=torch.float64), 'pres': tensor([[5.0301e+04, 4.4009e+04, 3.8405e+04, 3.3406e+04, 2.8937e+04, 2.4940e+04,
         2.1367e+04, 1.8180e+04, 1.5348e+04, 1.2846e+04, 1.0648e+04, 8.7324e+03,
         7.0757e+03, 5.6559e+03, 4.4519e+03, 3.4815e+03, 2.7226e+03, 2.1291e+03,
         1.6649e+03, 1.3018e+03, 1.0179e+03, 7.9596e+02, 6.2238e+02, 4.8666e+02,
         3.8053e+02, 2.9755e+02, 2.3267e+02, 1.8194e+02, 1.4227e+02, 1.1125e+02,
         8.6995e+01, 6.8030e+01, 5.3200e+01, 4.1603e+01, 3.2535e+01, 2.5444e+01,
         1.9899e+01, 1.5563e+01, 1.2172e+01, 9.5211e+00, 7.4497e+00, 5.8299e+00,
         4.5631e+00, 3.5721e+00, 2.7970e+00, 2.1906e+00, 1.7162e+00, 1.3451e+00,
         1.0547e+00, 8.2748e-01, 6.4965e-01, 5.1047e-01, 4.0155e-01, 3.1633e-01,
         2.4966e-01, 1.9753e-01, 1.5671e-01, 1.2465e-01, 9.9448e-02, 7.9617e-02,
         6.3964e-02, 5.1547e-02, 4.1663e-02, 3.3771e-02, 2.7450e-02, 2.2372e-02,
         1.8277e-02, 1.4966e-02, 1.2277e-02, 1.0088e-02, 8.2987e-03, 6.8329e-03,
         5.6284e-03, 4.6364e-03, 3.8183e-03, 3.1428e-03, 2.5850e-03, 2.1245e-03,
         1.7447e-03, 1.4318e-03]], dtype=torch.float64)}"
