# wavelength[um] extinction_xsection[m^2/kg] ssa g
9.430000e+00 4.880536e+01 9.998185e-01 1.071066e-01
9.480000e+00 4.774288e+01 9.997825e-01 1.059621e-01
9.520000e+00 4.691254e+01 9.997728e-01 1.050602e-01
9.570000e+00 4.590007e+01 9.997494e-01 1.039498e-01
9.610000e+00 4.510883e+01 9.997457e-01 1.030746e-01
9.660000e+00 4.414278e+01 9.997544e-01 1.019968e-01
9.710000e+00 4.320100e+01 9.997914e-01 1.009365e-01
9.760000e+00 4.228414e+01 9.998237e-01 9.989333e-02
9.800000e+00 4.156810e+01 9.998459e-01 9.907091e-02
9.850000e+00 4.069392e+01 9.998762e-01 9.805767e-02
9.900000e+00 3.984418e+01 9.998618e-01 9.706057e-02
9.950000e+00 3.901611e+01 9.998529e-01 9.607918e-02
1.000000e+01 3.820930e+01 9.998438e-01 9.511316e-02
1.010000e+01 3.666217e+01 9.996796e-01 9.322603e-02
1.010000e+01 3.666414e+01 9.996254e-01 9.322608e-02
1.010000e+01 3.660263e+01 9.995912e-01 9.317486e-02
1.020000e+01 3.512800e+01 9.996340e-01 9.134626e-02
1.030000e+01 3.373078e+01 9.995468e-01 8.957284e-02
1.030000e+01 3.373278e+01 9.994871e-01 8.957287e-02
1.040000e+01 3.240322e+01 9.994237e-01 8.785220e-02
1.040000e+01 3.240946e+01 9.992295e-01 8.785232e-02
1.050000e+01 3.115693e+01 9.987565e-01 8.618247e-02
1.050000e+01 3.118632e+01 9.978069e-01 8.618302e-02
1.060000e+01 3.003623e+01 9.958758e-01 8.456241e-02
1.060000e+01 3.009184e+01 9.940199e-01 8.456340e-02
1.070000e+01 2.894338e+01 9.938165e-01 8.298832e-02
1.080000e+01 2.775303e+01 9.953846e-01 8.141308e-02
1.080000e+01 2.775246e+01 9.971002e-01 8.145636e-02
1.090000e+01 2.669035e+01 9.977482e-01 7.996876e-02
1.090000e+01 2.669313e+01 9.976433e-01 7.996880e-02
1.100000e+01 2.574004e+01 9.959787e-01 7.852350e-02
1.110000e+01 2.481038e+01 9.951004e-01 7.711756e-02
1.110000e+01 2.479799e+01 9.956007e-01 7.711737e-02
1.120000e+01 2.390025e+01 9.951599e-01 7.574951e-02
1.120000e+01 2.394571e+01 9.932592e-01 7.575018e-02
1.130000e+01 2.315076e+01 9.900588e-01 7.442000e-02
1.140000e+01 2.241292e+01 9.858447e-01 7.312547e-02
1.140000e+01 2.247692e+01 9.830223e-01 7.312635e-02
1.150000e+01 4.158061e+02 1.291612e-01 5.541882e-02
1.160000e+01 2.099772e+01 9.772491e-01 7.059960e-02
1.160000e+01 2.109454e+01 9.711155e-01 7.056357e-02
1.170000e+01 2.062041e+01 9.586005e-01 6.937100e-02
1.180000e+01 2.026705e+01 9.413873e-01 6.820991e-02
1.180000e+01 2.056808e+01 9.275517e-01 6.821347e-02
1.190000e+01 1.953129e+01 9.448165e-01 6.710875e-02
1.200000e+01 1.861696e+01 9.590395e-01 6.603267e-02
1.210000e+01 1.776138e+01 9.712718e-01 6.494934e-02
1.210000e+01 1.762491e+01 9.788207e-01 6.494784e-02
1.220000e+01 1.694719e+01 9.838267e-01 6.389300e-02
1.230000e+01 1.633485e+01 9.867547e-01 6.286442e-02
1.240000e+01 1.574741e+01 9.897994e-01 6.186080e-02
1.240000e+01 1.568515e+01 9.937415e-01 6.186017e-02
1.250000e+01 1.514230e+01 9.956846e-01 6.088094e-02
1.260000e+01 1.463316e+01 9.968875e-01 5.992515e-02
1.270000e+01 1.415088e+01 9.976752e-01 5.899201e-02
1.270000e+01 1.414088e+01 9.983828e-01 5.899192e-02
1.280000e+01 1.365879e+01 9.989773e-01 5.805004e-02
1.290000e+01 1.322182e+01 9.993002e-01 5.716047e-02
1.300000e+01 1.280526e+01 9.993794e-01 5.629142e-02
1.310000e+01 1.240629e+01 9.993540e-01 5.544222e-02
1.320000e+01 1.202284e+01 9.993228e-01 5.461226e-02
1.320000e+01 1.200556e+01 9.991323e-01 5.458358e-02
1.330000e+01 1.163959e+01 9.989135e-01 5.377273e-02
1.340000e+01 1.128836e+01 9.986207e-01 5.297995e-02
1.350000e+01 1.095244e+01 9.981374e-01 5.220473e-02
1.360000e+01 1.061493e+01 9.973597e-01 5.141957e-02
1.370000e+01 1.031029e+01 9.962592e-01 5.067830e-02
1.380000e+01 1.002547e+01 9.942865e-01 4.995311e-02
1.390000e+01 9.795678e+00 9.877572e-01 4.924375e-02
1.400000e+01 9.559721e+00 9.826658e-01 4.854937e-02
1.410000e+01 9.277289e+00 9.817313e-01 4.784438e-02
1.420000e+01 8.970074e+00 9.846390e-01 4.715418e-02
1.430000e+01 8.688527e+00 9.860026e-01 4.647865e-02
1.440000e+01 8.311397e+00 1.000000e+00 4.581669e-02
1.450000e+01 8.175251e+00 9.881015e-01 4.519330e-02
1.460000e+01 7.979375e+00 9.841374e-01 4.458222e-02
1.470000e+01 7.784757e+00 9.808201e-01 4.398347e-02
1.480000e+01 7.588203e+00 9.769886e-01 4.337418e-02
1.490000e+01 7.436125e+00 9.697541e-01 4.279960e-02
1.500000e+01 7.290221e+00 9.639017e-01 4.225830e-02
1.510000e+01 7.129849e+00 9.605941e-01 4.172740e-02
1.530000e+01 6.756589e+00 9.634457e-01 4.069573e-02
1.540000e+01 6.522084e+00 9.748745e-01 4.021519e-02
1.550000e+01 6.328358e+00 9.830692e-01 3.976441e-02
1.560000e+01 6.176730e+00 9.856412e-01 3.932208e-02
1.580000e+01 5.875558e+00 9.849601e-01 3.836177e-02
1.590000e+01 5.761073e+00 9.819544e-01 3.792455e-02
1.600000e+01 5.643901e+00 9.769018e-01 3.745635e-02
1.610000e+01 5.506841e+00 9.744433e-01 3.697752e-02
1.630000e+01 5.212745e+00 9.771176e-01 3.606493e-02
1.640000e+01 5.052149e+00 9.817022e-01 3.561182e-02
1.650000e+01 4.922574e+00 9.827773e-01 3.518530e-02
1.670000e+01 4.693604e+00 9.811279e-01 3.435501e-02
1.680000e+01 4.602201e+00 9.764671e-01 3.395092e-02
1.700000e+01 4.433826e+00 9.656549e-01 3.316386e-02
1.710000e+01 4.345429e+00 9.604483e-01 3.276360e-02
1.720000e+01 4.209053e+00 9.682182e-01 3.238694e-02
