# wavelength[um] extinction_xsection[m^2/kg] ssa g
2.833000e+00 3.258882e+02 1.000000e+00 6.901219e-01
2.841000e+00 3.189085e+02 1.000000e+00 6.904203e-01
2.882000e+00 3.068885e+02 8.770176e-01 6.950357e-01
2.915000e+00 3.039432e+02 7.840012e-01 6.968853e-01
2.941000e+00 3.018161e+02 7.153096e-01 6.975098e-01
2.985000e+00 3.139433e+02 5.938484e-01 6.971165e-01
3.021000e+00 3.318376e+02 5.164011e-01 6.952684e-01
3.077000e+00 3.683544e+02 4.265597e-01 6.906569e-01
3.175000e+00 4.510286e+02 3.591111e-01 6.796957e-01
3.279000e+00 5.348715e+02 3.610027e-01 6.670920e-01
3.344000e+00 5.767365e+02 3.762616e-01 6.591270e-01
3.413000e+00 6.021319e+02 3.954570e-01 6.504306e-01
3.472000e+00 6.174014e+02 4.167769e-01 6.431215e-01
3.559000e+00 6.146846e+02 4.514958e-01 6.320612e-01
3.623000e+00 5.973271e+02 4.784941e-01 6.233324e-01
3.690000e+00 5.647277e+02 5.019319e-01 6.125640e-01
3.759000e+00 5.237027e+02 5.188730e-01 5.990522e-01
3.817000e+00 4.916928e+02 5.194073e-01 5.856857e-01
3.846000e+00 4.849383e+02 5.144867e-01 5.793787e-01
3.861000e+00 4.828692e+02 5.115213e-01 5.762117e-01
3.906000e+00 4.698498e+02 5.149251e-01 5.663985e-01
3.953000e+00 4.542802e+02 5.137897e-01 5.551516e-01
4.000000e+00 4.446334e+02 5.077426e-01 5.441798e-01
4.082000e+00 4.372747e+02 4.973659e-01 5.263376e-01
4.149000e+00 4.359434e+02 4.964387e-01 5.131966e-01
4.219000e+00 4.333038e+02 5.126330e-01 5.008426e-01
4.274000e+00 4.109121e+02 5.548101e-01 4.893032e-01
4.292000e+00 3.953533e+02 5.690343e-01 4.835610e-01
4.367000e+00 3.468998e+02 5.948298e-01 4.600171e-01
4.464000e+00 3.183552e+02 5.853082e-01 4.348870e-01
4.587000e+00 2.953652e+02 5.760445e-01 4.075363e-01
4.717000e+00 2.694945e+02 5.810954e-01 3.806112e-01
4.808000e+00 2.490723e+02 5.887210e-01 3.623668e-01
4.950000e+00 2.206187e+02 5.938518e-01 3.360685e-01
5.102000e+00 1.939238e+02 5.934478e-01 3.107900e-01
5.181000e+00 1.822347e+02 5.843175e-01 2.986899e-01
5.263000e+00 1.702344e+02 5.805359e-01 2.869513e-01
5.319000e+00 1.645905e+02 5.644262e-01 2.793659e-01
5.376000e+00 1.588403e+02 5.550922e-01 2.721341e-01
5.435000e+00 1.536166e+02 5.383283e-01 2.648236e-01
5.495000e+00 1.499080e+02 5.250312e-01 2.580921e-01
5.556000e+00 1.467724e+02 5.047040e-01 2.513858e-01
5.618000e+00 1.429595e+02 4.900498e-01 2.448668e-01
5.650000e+00 1.416929e+02 4.805233e-01 2.416594e-01
5.682000e+00 1.404731e+02 4.710745e-01 2.385167e-01
5.747000e+00 1.364068e+02 4.629779e-01 2.323624e-01
5.814000e+00 1.305518e+02 4.562486e-01 2.259953e-01
5.882000e+00 1.212843e+02 4.528033e-01 2.192715e-01
5.952000e+00 1.187887e+02 4.206990e-01 2.129847e-01
6.024000e+00 1.199483e+02 3.874549e-01 2.073119e-01
6.061000e+00 1.202313e+02 3.747418e-01 2.045361e-01
6.098000e+00 1.191430e+02 3.644284e-01 2.016662e-01
6.135000e+00 1.192302e+02 3.510762e-01 1.989220e-01
6.173000e+00 1.184451e+02 3.423943e-01 1.961817e-01
6.211000e+00 1.176955e+02 3.338611e-01 1.934988e-01
6.250000e+00 1.156117e+02 3.270356e-01 1.906715e-01
6.329000e+00 1.131222e+02 3.131337e-01 1.853432e-01
6.410000e+00 1.042903e+02 3.167044e-01 1.798097e-01
6.494000e+00 8.969302e+01 3.232437e-01 1.735685e-01
6.536000e+00 8.289421e+01 3.241363e-01 1.705043e-01
6.579000e+00 7.556147e+01 3.200182e-01 1.672277e-01
6.623000e+00 6.903025e+01 3.073637e-01 1.638725e-01
6.667000e+00 6.757108e+01 2.685171e-01 1.606834e-01
6.711000e+00 6.988806e+01 2.264506e-01 1.578832e-01
6.803000e+00 7.104643e+01 1.688756e-01 1.522632e-01
6.897000e+00 7.369567e+01 9.728597e-02 1.459897e-01
6.993000e+00 9.958380e+01 4.152193e-02 1.401393e-01
7.092000e+00 2.102647e+02 4.946401e-02 1.363576e-01
7.194000e+00 3.051996e+02 7.081265e-02 1.345060e-01
7.299000e+00 3.990460e+02 9.943507e-02 1.349288e-01
7.353000e+00 3.958494e+02 1.077516e-01 1.353936e-01
7.463000e+00 3.372183e+02 1.139522e-01 1.341404e-01
7.576000e+00 2.887527e+02 1.024093e-01 1.286363e-01
7.634000e+00 2.808340e+02 9.603943e-02 1.257862e-01
7.752000e+00 2.846887e+02 8.550119e-02 1.203808e-01
7.874000e+00 3.091268e+02 8.180930e-02 1.156632e-01
8.000000e+00 3.375658e+02 8.214207e-02 1.113754e-01
8.065000e+00 3.563955e+02 8.386092e-02 1.093270e-01
8.130000e+00 3.741156e+02 8.512259e-02 1.071827e-01
8.264000e+00 4.300098e+02 9.309545e-02 1.030627e-01
8.403000e+00 5.062263e+02 1.107805e-01 9.992216e-02
8.547000e+00 5.089517e+02 1.286254e-01 1.010065e-01
8.621000e+00 4.879700e+02 1.359647e-01 1.023117e-01
8.696000e+00 4.562826e+02 1.418707e-01 1.035917e-01
8.850000e+00 3.850340e+02 1.488200e-01 1.041165e-01
8.929000e+00 3.524200e+02 1.510580e-01 1.034010e-01
9.009000e+00 3.210566e+02 1.538611e-01 1.023981e-01
9.091000e+00 2.863332e+02 1.523074e-01 1.001903e-01
9.174000e+00 2.626189e+02 1.474321e-01 9.749318e-02
9.259000e+00 2.472911e+02 1.356022e-01 9.400789e-02
9.346000e+00 2.468859e+02 1.234293e-01 9.090717e-02
9.434000e+00 2.554407e+02 1.158527e-01 8.858823e-02
9.524000e+00 2.560716e+02 1.155617e-01 8.722566e-02
9.615000e+00 2.396438e+02 1.151545e-01 8.564176e-02
9.709000e+00 2.206670e+02 1.100562e-01 8.327653e-02
9.804000e+00 2.092965e+02 9.108702e-02 7.923289e-02
9.901000e+00 2.326485e+02 6.906033e-02 7.479647e-02
1.010100e+01 4.048281e+02 7.058773e-02 6.709771e-02
1.020400e+01 4.982026e+02 9.277379e-02 6.529524e-02
1.030900e+01 4.845885e+02 1.154175e-01 6.898011e-02
1.038400e+01 4.374875e+02 1.303845e-01 7.419090e-02
1.041700e+01 4.093453e+02 1.379255e-01 7.721157e-02
1.052600e+01 3.190767e+02 1.572733e-01 8.388340e-02
1.063800e+01 2.455830e+02 1.686952e-01 8.394610e-02
1.075300e+01 2.100106e+02 1.592411e-01 7.933050e-02
1.087000e+01 2.157781e+02 1.373621e-01 7.498569e-02
1.098900e+01 2.338333e+02 1.338849e-01 7.407531e-02
1.111100e+01 2.232134e+02 1.515450e-01 7.620524e-02
1.123600e+01 1.746603e+02 1.883780e-01 7.831610e-02
1.136400e+01 1.263507e+02 2.259502e-01 7.592345e-02
1.144200e+01 1.098081e+02 2.412059e-01 7.408574e-02
1.149400e+01 9.865536e+01 2.548946e-01 7.281815e-02
1.176500e+01 6.937684e+01 2.770134e-01 6.619722e-02
1.190500e+01 6.158311e+01 2.768790e-01 6.344733e-02
1.219500e+01 5.361510e+01 2.539248e-01 5.862007e-02
1.250000e+01 5.001516e+01 2.247491e-01 5.467740e-02
1.265800e+01 4.713492e+01 2.176066e-01 5.288103e-02
1.282100e+01 4.594245e+01 1.971526e-01 5.080462e-02
1.315800e+01 5.195106e+01 1.448573e-01 4.744692e-02
1.351400e+01 5.625221e+01 1.137800e-01 4.447488e-02
1.388900e+01 6.079146e+01 9.041151e-02 4.170660e-02
1.428600e+01 6.509860e+01 7.299441e-02 3.909670e-02
1.470600e+01 6.878141e+01 5.994009e-02 3.662219e-02
1.492500e+01 7.022431e+01 5.437346e-02 3.539858e-02
1.538500e+01 7.527682e+01 4.314757e-02 3.293135e-02
1.587300e+01 8.360249e+01 3.268835e-02 3.043312e-02
1.612900e+01 9.018838e+01 2.771013e-02 2.913530e-02
1.666700e+01 1.194855e+02 1.918148e-02 2.637121e-02
1.694900e+01 1.451002e+02 1.696189e-02 2.491988e-02
1.724100e+01 1.842922e+02 1.762522e-02 2.359506e-02
1.754400e+01 2.196465e+02 2.159649e-02 2.281307e-02
1.785700e+01 2.113651e+02 2.826063e-02 2.369143e-02
1.818200e+01 1.633682e+02 3.606404e-02 2.638293e-02
1.851900e+01 1.152980e+02 4.467477e-02 2.838346e-02
1.886800e+01 8.164361e+01 5.261895e-02 2.820706e-02
1.960800e+01 5.067077e+01 5.901725e-02 2.522487e-02
2.000000e+01 4.444026e+01 5.716224e-02 2.370232e-02
2.040800e+01 4.190340e+01 5.234872e-02 2.233181e-02
2.083300e+01 4.085584e+01 4.731418e-02 2.115484e-02
2.127700e+01 4.012486e+01 4.263421e-02 2.006058e-02
2.222200e+01 4.388754e+01 3.094848e-02 1.799252e-02
2.272700e+01 4.851414e+01 2.594391e-02 1.713361e-02
2.325600e+01 5.052996e+01 2.474816e-02 1.667586e-02
2.439000e+01 4.114564e+01 2.686110e-02 1.566080e-02
2.500000e+01 3.435357e+01 2.927859e-02 1.506565e-02
