tot_time [s],surface_temp [K],precip_rate [m/s]
2.8116e+06,232.615,1.58056e-05
2.8152e+06,232.616,1.7611e-05
2.8188e+06,232.617,1.50412e-05
2.8224e+06,232.619,1.16324e-05
2.826e+06,232.62,1.33256e-05
2.8296e+06,232.621,1.17497e-05
2.8332e+06,232.621,1.33394e-05
2.8368e+06,232.622,1.09926e-05
2.8404e+06,232.622,1.61934e-05
2.844e+06,232.623,1.2312e-05
2.8476e+06,232.624,1.39899e-05
2.8512e+06,232.625,1.5111e-05
2.8548e+06,232.626,1.55962e-05
2.8584e+06,232.626,1.11674e-05
2.862e+06,232.627,1.40245e-05
2.8656e+06,232.628,1.50865e-05
2.8692e+06,232.629,1.73561e-05
2.8728e+06,232.63,1.74681e-05
2.8764e+06,232.632,1.43421e-05
2.88e+06,232.633,1.46683e-05
2.8836e+06,232.634,1.68875e-05
2.8872e+06,232.636,1.73216e-05
2.8908e+06,232.637,1.74702e-05
2.8944e+06,232.638,1.40444e-05
2.898e+06,232.639,1.39121e-05
2.9016e+06,232.641,1.57513e-05
2.9052e+06,232.642,1.75131e-05
2.9088e+06,232.643,1.54316e-05
2.9124e+06,232.644,1.51159e-05
2.916e+06,232.645,1.75471e-05
2.9196e+06,232.646,1.40744e-05
2.9232e+06,232.647,1.40428e-05
2.9268e+06,232.648,1.51902e-05
2.9304e+06,232.649,1.74608e-05
2.934e+06,232.65,1.75405e-05
2.9376e+06,232.652,1.82011e-05
2.9412e+06,232.653,1.28327e-05
2.9448e+06,232.655,1.97431e-05
2.9484e+06,232.656,1.72784e-05
2.952e+06,232.658,1.96434e-05
2.9556e+06,232.659,9.94916e-06
2.9592e+06,232.661,1.85436e-05
2.9628e+06,232.662,1.1458e-05
2.9664e+06,232.664,1.68308e-05
2.97e+06,232.665,2.01014e-05
2.9736e+06,232.666,1.12533e-05
2.9772e+06,232.668,1.40221e-05
2.9808e+06,232.669,1.69067e-05
2.9844e+06,232.67,1.28114e-05
2.988e+06,232.671,1.3196e-05
2.9916e+06,232.672,1.48235e-05
2.9952e+06,232.673,1.70561e-05
2.9988e+06,232.674,1.74629e-05
3.0024e+06,232.675,1.40986e-05
3.006e+06,232.676,1.41563e-05
3.0096e+06,232.677,1.40929e-05
3.0132e+06,232.679,1.57393e-05
3.0168e+06,232.68,1.32122e-05
3.0204e+06,232.681,1.48245e-05
3.024e+06,232.682,1.51403e-05
3.0276e+06,232.683,1.727e-05
3.0312e+06,232.684,1.75456e-05
3.0348e+06,232.685,1.32184e-05
3.0384e+06,232.686,1.42075e-05
3.042e+06,232.687,1.53352e-05
3.0456e+06,232.688,1.7718e-05
3.0492e+06,232.689,1.54034e-05
3.0528e+06,232.69,1.77098e-05
3.0564e+06,232.691,1.54241e-05
3.06e+06,232.691,1.77242e-05
3.0636e+06,232.692,1.42414e-05
3.0672e+06,232.694,1.4788e-05
3.0708e+06,232.695,1.76773e-05
3.0744e+06,232.697,1.79828e-05
3.078e+06,232.699,1.29204e-05
3.0816e+06,232.7,1.36199e-05
3.0852e+06,232.702,2.02187e-05
3.0888e+06,232.703,1.71891e-05
3.0924e+06,232.704,1.91808e-05
3.096e+06,232.705,1.32247e-05
3.0996e+06,232.706,1.28907e-05
3.1032e+06,232.707,1.00021e-05
3.1068e+06,232.708,1.00105e-05
3.1104e+06,232.709,1.13548e-05
3.114e+06,232.71,1.35968e-05
3.1176e+06,232.711,1.54703e-05
3.1212e+06,232.711,1.6077e-05
3.1248e+06,232.712,1.78262e-05
3.1284e+06,232.713,1.50228e-05
3.132e+06,232.715,1.539e-05
3.1356e+06,232.716,1.80323e-05
3.1392e+06,232.718,1.81798e-05
3.1428e+06,232.72,1.43186e-05
3.1464e+06,232.721,1.42113e-05
3.15e+06,232.723,1.61616e-05
3.1536e+06,232.724,1.78627e-05
3.1572e+06,232.725,1.88204e-05
3.1608e+06,232.725,1.43172e-05
3.1644e+06,232.726,1.55822e-05
3.168e+06,232.727,1.65952e-05
3.1716e+06,232.727,1.78695e-05
3.1752e+06,232.729,2.01006e-05
3.1788e+06,232.73,1.49719e-05
3.1824e+06,232.731,1.37021e-05
3.186e+06,232.733,1.42796e-05
3.1896e+06,232.734,1.43199e-05
3.1932e+06,232.735,1.00937e-05
3.1968e+06,232.736,1.59505e-05
3.2004e+06,232.737,1.89148e-05
3.204e+06,232.738,1.34236e-05
3.2076e+06,232.739,1.29847e-05
3.2112e+06,232.739,1.51552e-05
3.2148e+06,232.74,1.73844e-05
3.2184e+06,232.741,1.71896e-05
3.222e+06,232.743,1.78088e-05
3.2256e+06,232.744,1.34287e-05
3.2292e+06,232.745,1.67073e-05
3.2328e+06,232.746,1.48343e-05
3.2364e+06,232.747,1.50548e-05
3.24e+06,232.749,1.70305e-05
3.2436e+06,232.75,1.82181e-05
3.2472e+06,232.752,1.44113e-05
3.2508e+06,232.753,1.07593e-05
3.2544e+06,232.755,1.1391e-05
3.258e+06,232.756,1.01596e-05
3.2616e+06,232.757,1.01078e-05
3.2652e+06,232.757,1.01164e-05
3.2688e+06,232.758,1.60195e-05
3.2724e+06,232.759,1.57556e-05
3.276e+06,232.76,1.57542e-05
3.2796e+06,232.76,1.47666e-05
3.2832e+06,232.761,1.83949e-05
3.2868e+06,232.763,1.72782e-05
3.2904e+06,232.764,2.1271e-05
3.294e+06,232.765,1.51603e-05
3.2976e+06,232.766,1.42109e-05
3.3012e+06,232.768,1.56905e-05
3.3048e+06,232.769,1.63349e-05
3.3084e+06,232.77,1.80914e-05
3.312e+06,232.771,1.32065e-05
3.3156e+06,232.772,1.44272e-05
3.3192e+06,232.773,1.73402e-05
3.3228e+06,232.774,1.6069e-05
3.3264e+06,232.775,1.35371e-05
3.33e+06,232.777,1.3092e-05
3.3336e+06,232.778,1.44713e-05
3.3372e+06,232.779,1.6101e-05
3.3408e+06,232.781,1.15381e-05
3.3444e+06,232.782,1.78987e-05
3.348e+06,232.783,1.50338e-05
3.3516e+06,232.784,1.64098e-05
3.3552e+06,232.785,1.83774e-05
3.3588e+06,232.786,1.34983e-05
3.3624e+06,232.787,1.3105e-05
3.366e+06,232.788,1.01666e-05
3.3696e+06,232.788,1.6085e-05
3.3732e+06,232.789,1.32606e-05
3.3768e+06,232.79,1.02195e-05
3.3804e+06,232.791,1.6114e-05
3.384e+06,232.791,1.91605e-05
3.3876e+06,232.792,1.1599e-05
3.3912e+06,232.794,1.31571e-05
3.3948e+06,232.796,1.44911e-05
3.3984e+06,232.798,1.61387e-05
3.402e+06,232.799,1.15949e-05
3.4056e+06,232.801,1.4484e-05
3.4092e+06,232.803,1.65475e-05
3.4128e+06,232.804,1.6159e-05
3.4164e+06,232.805,1.36937e-05
3.42e+06,232.806,1.31514e-05
3.4236e+06,232.806,1.45226e-05
3.4272e+06,232.807,1.65483e-05
3.4308e+06,232.808,1.81536e-05
3.4344e+06,232.809,1.36916e-05
3.438e+06,232.811,1.45038e-05
3.4416e+06,232.812,1.6595e-05
3.4452e+06,232.813,1.61895e-05
3.4488e+06,232.814,1.92649e-05
3.4524e+06,232.815,1.32968e-05
3.456e+06,232.817,2.01176e-05
3.4596e+06,232.818,1.79031e-05
3.4632e+06,232.82,1.61737e-05
3.4668e+06,232.821,1.62116e-05
3.4704e+06,232.823,1.62523e-05
3.474e+06,232.824,1.1616e-05
3.4776e+06,232.826,1.4546e-05
3.4812e+06,232.827,1.16213e-05
3.4848e+06,232.829,1.83349e-05
3.4884e+06,232.83,1.33946e-05
3.492e+06,232.832,1.93026e-05
3.4956e+06,232.833,1.03005e-05
3.4992e+06,232.834,1.16732e-05
3.5028e+06,232.836,1.32956e-05
3.5064e+06,232.837,1.79787e-05
3.51e+06,232.838,1.82619e-05
3.5136e+06,232.839,1.37685e-05
3.5172e+06,232.84,1.33279e-05
3.5208e+06,232.841,1.60772e-05
3.5244e+06,232.842,1.84695e-05
3.528e+06,232.843,1.475e-05
3.5316e+06,232.844,1.47603e-05
3.5352e+06,232.845,1.81106e-05
3.5388e+06,232.846,1.63107e-05
3.5424e+06,232.847,1.62946e-05
3.546e+06,232.849,1.1712e-05
3.5496e+06,232.85,1.60518e-05
3.5532e+06,232.852,1.16087e-05
3.5568e+06,232.853,1.38295e-05
3.5604e+06,232.854,1.48157e-05
3.564e+06,232.856,1.60243e-05
3.5676e+06,232.857,1.85177e-05
3.5712e+06,232.858,1.84493e-05
3.5748e+06,232.86,1.9262e-05
3.5784e+06,232.861,1.34501e-05
3.582e+06,232.862,2.07981e-05
3.5856e+06,232.864,1.03827e-05
3.5892e+06,232.865,1.6865e-05
3.5928e+06,232.866,2.09142e-05
3.5964e+06,232.867,1.03414e-05
