alt temp press den eddy H H2 H2O OH O O2 CO CO2 HCO H2CO C CH CH2 CH3 CH4 S S2 S3 S4 S8 H2S HS SO SO2 CS CS2 OCS C2 C2H C2H2 C2H4 HO2 H2O2 O3 SO3 H2SO4 C2H6 CH3OH CH2CO CH3CHO C3H4 C3H6 C4H2 C4H4 HCS C2H3 C2H5 1CH2 HCCO HSO CH3O H2COH C4H C2H2OH CH3CO CH2CHO C2H3OH C2H4OH CH3O2 HSO3 O1D HS4 C4H3 H2Oaer H2Oaer_r CO2aer CO2aer_r S8aer S8aer_r H2SO4aer H2SO4aer_r C2H2aer C2H2aer_r C2H4aer C2H4aer_r C2H6aer C2H6aer_r CH4aer CH4aer_r HCaer1 HCaer1_r S2aer S2aer_r SO2aer SO2aer_r H2Saer H2Saer_r
1.26000000E+01 2.03938298E+02 4.62839449E-01 1.64379742E+19 3.00000000E+05 1.00000000E-40 5.00000000E-02 6.33590271E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49993664E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
1.38000000E+01 1.97170517E+02 4.10709264E-01 1.50872207E+19 3.00000000E+05 1.00000000E-40 5.00000000E-02 2.54317097E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49997457E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
1.50000000E+01 1.90402736E+02 3.62905889E-01 1.38050362E+19 3.00000000E+05 1.00000000E-40 5.00000000E-02 9.53665558E-07 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49999046E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
1.62000000E+01 1.90000000E+02 3.20582358E-01 1.22208872E+19 3.00000000E+05 1.00000000E-40 5.00000000E-02 1.00842037E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49998992E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
1.74000000E+01 1.90000000E+02 2.83194767E-01 1.07956387E+19 3.00000000E+05 1.00000000E-40 5.00000000E-02 1.14155280E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49998858E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
1.86000000E+01 1.90000000E+02 2.50167465E-01 9.53660829E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 1.29226149E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49998708E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
1.98000000E+01 1.90000000E+02 2.20991939E-01 8.42441104E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 1.46286684E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49998537E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.10000000E+01 1.90000000E+02 1.95218979E-01 7.44192267E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 1.65599565E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49998344E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.22000000E+01 1.90000000E+02 1.72451764E-01 6.57401601E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 1.87462148E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49998125E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.34000000E+01 1.90000000E+02 1.52339752E-01 5.80732807E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 2.12211045E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49997878E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.46000000E+01 1.90000000E+02 1.34573284E-01 5.13005434E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 2.40227311E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49997598E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.58000000E+01 1.90000000E+02 1.18878811E-01 4.53176697E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 2.71942306E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49997281E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.70000000E+01 1.90000000E+02 1.05014691E-01 4.00325426E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 3.07844339E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49996922E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.82000000E+01 1.90000000E+02 9.27674592E-02 3.53637880E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 3.48486186E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49996515E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
2.94000000E+01 1.90000000E+02 8.19485486E-02 3.12395222E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 3.94493601E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49996055E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
3.06000000E+01 1.90000000E+02 7.23913825E-02 2.75962447E+18 3.00000000E+05 1.00000000E-40 5.00000000E-02 4.46574950E-06 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 9.49995534E-01 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05 1.00000000E-40 1.00000000E-05
