#optical constants for H2SO4 aerosols, 10 um radius
#k and w from Kerber ++ (2015), g for VIS from Kerber++ (2015) and rest from PSG (hri_volcanic_afcrl_h2so4_215k), interpolated to be on one wavelength grid
#wav[um] k[m^2/kg] w(ssa) g(HG)
5.1575256075e+00 2.4302254726e+00 5.1144497142e-01 9.2752239451e-01
5.3381198789e+00 2.4334392836e+00 5.0255372729e-01 9.2869669070e-01
5.5000000000e+00 2.4215452525e+00 4.9458384173e-01 9.2974930000e-01
5.6565665138e+00 2.4100416350e+00 4.8687556236e-01 9.2456444333e-01
5.7152993708e+00 2.4057262785e+00 5.1106774643e-01 9.2261944604e-01
5.7285918665e+00 2.4047496214e+00 5.1040569313e-01 9.2217925175e-01
6.0000000000e+00 2.4929228791e+00 4.9688779148e-01 9.1319130000e-01
6.1249738019e+00 2.5335235313e+00 4.9066327808e-01 9.0791953011e-01
6.1383343737e+00 2.5378640245e+00 4.9459748502e-01 9.0735594111e-01
6.1878170821e+00 2.5295823935e+00 5.0916835950e-01 9.0526861203e-01
6.2000000000e+00 2.5275434099e+00 5.1017035523e-01 9.0475470000e-01
6.4025004156e+00 2.4936521018e+00 5.2682519557e-01 8.8967192905e-01
6.5000000000e+00 2.4773341676e+00 5.2636299749e-01 8.8240990000e-01
6.6682004306e+00 2.4491834470e+00 5.2556564109e-01 8.9502264957e-01
6.6753413334e+00 2.3660246322e+00 5.2553178954e-01 8.9555812037e-01
6.6789146520e+00 2.5060736851e+00 5.2551485018e-01 8.9582607077e-01
6.8397712594e+00 2.2716799434e+00 5.2475230728e-01 9.0788813327e-01
6.8879988461e+00 2.1730187141e+00 5.2452368375e-01 9.1150454776e-01
6.9367475422e+00 2.1496462358e+00 5.2429258991e-01 9.1516003838e-01
7.0351657960e+00 2.1024597737e+00 4.9996618342e-01 9.2254007174e-01
7.0400484145e+00 2.1001188107e+00 4.9882187549e-01 9.2290620186e-01
7.1352545593e+00 2.0755929063e+00 4.7650902304e-01 9.3004537064e-01
7.2000000000e+00 2.0589139358e+00 4.5142013686e-01 9.3490040000e-01
7.2278731463e+00 2.0517335787e+00 4.4061928066e-01 9.3345842658e-01
7.2625030405e+00 2.0584765007e+00 4.2720018173e-01 9.3166690342e-01
7.2737404077e+00 2.0606645724e+00 4.5359931733e-01 9.3108555589e-01
7.7918709910e+00 2.1615518035e+00 4.5879002702e-01 9.0428088436e-01
7.9000000000e+00 2.1888635362e+00 4.5987327960e-01 8.9868700000e-01
8.0521257120e+00 2.2272881627e+00 4.6139729774e-01 8.7742631616e-01
8.1370589796e+00 2.2487410062e+00 4.6702220688e-01 8.6555626917e-01
8.1521466084e+00 2.3507889754e+00 4.6802142125e-01 8.6344766240e-01
8.2000000000e+00 2.3702190446e+00 4.7119062676e-01 8.5675980000e-01
8.3958333644e+00 2.4497339063e+00 4.8416016053e-01 8.4208019628e-01
8.5000000000e+00 2.4925574969e+00 4.9105884556e-01 8.3427190000e-01
8.5571671779e+00 2.5160593005e+00 4.9484487889e-01 8.3149794844e-01
8.6027786085e+00 2.5348104603e+00 4.9472618138e-01 8.2928472219e-01
8.7000000000e+00 2.5325941609e+00 4.9447317602e-01 8.2456720000e-01
9.0000000000e+00 2.5257552355e+00 4.9369246709e-01 8.4201630000e-01
9.2000000000e+00 2.5211959519e+00 4.9317199447e-01 8.4908080000e-01
9.4374269085e+00 2.5157834688e+00 4.9255412345e-01 8.2944480324e-01
9.4549710223e+00 2.5153835259e+00 4.9265281634e-01 8.2799384655e-01
9.5000000000e+00 2.5265514171e+00 4.9290612295e-01 8.2426980000e-01
9.8000000000e+00 2.6009561123e+00 4.9459374695e-01 8.1548690000e-01
9.9363093337e+00 2.6347629604e+00 4.9536054329e-01 8.1815890371e-01
1.0000000000e+01 2.6332207128e+00 4.9571882961e-01 8.1940740000e-01
1.0591000000e+01 2.6189098510e+00 4.9904344888e-01 8.2331100000e-01
1.0651562636e+01 2.6174433476e+00 4.9938413874e-01 8.2435963686e-01
1.0849300157e+01 2.6126552014e+00 4.9231035473e-01 8.2778344512e-01
1.1000000000e+01 2.6860950207e+00 4.8691927806e-01 8.3039280000e-01
1.1037607876e+01 2.7044222833e+00 4.8557390876e-01 8.2728376443e-01
1.1256888090e+01 2.7211085540e+00 4.7772946495e-01 8.0915591294e-01
1.1500000000e+01 2.7396083130e+00 4.9535215845e-01 7.8905790000e-01
1.1820360802e+01 2.7639863768e+00 5.1857446888e-01 7.7138839994e-01
1.1851220305e+01 2.7663346507e+00 5.2054859721e-01 7.6968634409e-01
1.2229718888e+01 2.8076701783e+00 5.4476171546e-01 7.4881025474e-01
1.2492024388e+01 2.8363163521e+00 5.4657310396e-01 7.3434279489e-01
1.2500000000e+01 2.8362263136e+00 5.4662818070e-01 7.3390290000e-01
1.3000000000e+01 2.8305816961e+00 5.5008100288e-01 7.3177140000e-01
1.3567477646e+01 2.8241753077e+00 5.5399980170e-01 7.4186858650e-01
1.3888368365e+01 2.8205526970e+00 5.5311886109e-01 7.4757822716e-01
1.4000000000e+01 2.8101012934e+00 5.5281239900e-01 7.4956450000e-01
1.4651862852e+01 2.7490712662e+00 5.5102284131e-01 7.7200316753e-01
1.4794791671e+01 2.7218853605e+00 5.5063045913e-01 7.7692311693e-01
1.4800000000e+01 2.7208947054e+00 5.5026042557e-01 7.7710240000e-01
1.5000000000e+01 2.6828535239e+00 5.3605112652e-01 7.8378520000e-01
1.5073388832e+01 2.6688945345e+00 5.3083710724e-01 7.8397440689e-01
1.5315665475e+01 2.6280498163e+00 5.1362420084e-01 7.8459903069e-01
1.5552752068e+01 2.5880800739e+00 4.9083888339e-01 7.8521027379e-01
1.5716088937e+01 2.5482878451e+00 4.7514131746e-01 7.8563137958e-01
1.5852746189e+01 2.5149953209e+00 4.6794406505e-01 7.8598370150e-01
1.6150468234e+01 2.5589182717e+00 4.5226410174e-01 7.8675127146e-01
1.6400000000e+01 2.5957317079e+00 4.5399714990e-01 7.8739460000e-01
1.7040014645e+01 2.6901531061e+00 4.5844217996e-01 7.5082888330e-01
1.7200000000e+01 2.7431957548e+00 4.5955331034e-01 7.4168850000e-01
1.7351473346e+01 2.7934162732e+00 4.6060532310e-01 7.2269075086e-01
1.7925403787e+01 2.8539589776e+00 4.6459138512e-01 6.5070853836e-01
1.8000000000e+01 2.8618279738e+00 4.6762027170e-01 6.4135270000e-01
1.8174696789e+01 2.8802563673e+00 4.7471361785e-01 6.2350522185e-01
1.8500000000e+01 2.8764296861e+00 4.8792215075e-01 5.9027140000e-01
1.8827287239e+01 2.8725796659e+00 5.0121124262e-01 5.8735740898e-01
1.9227274650e+01 2.8678744424e+00 5.3130592817e-01 5.8379613439e-01
1.9854490708e+01 2.8604962308e+00 5.3831446713e-01 5.7821173713e-01
2.0000000000e+01 2.8518038688e+00 5.3994039415e-01 5.7691620000e-01
2.0499723559e+01 2.8219516305e+00 5.4552432650e-01 6.1513355864e-01
2.0965029449e+01 2.7941554178e+00 5.3308651171e-01 6.5071875717e-01
2.1300000000e+01 2.8060234140e+00 5.2413261328e-01 6.7633630000e-01
2.1692469586e+01 2.8199285992e+00 5.1364174238e-01 6.6765258336e-01
2.2500000000e+01 2.8485393767e+00 5.0673668603e-01 6.4978530000e-01
2.2891267173e+01 2.8624019605e+00 5.0339102644e-01 6.2483968580e-01
2.3362434239e+01 2.8745599476e+00 4.9936215633e-01 5.9479997714e-01
2.3763572524e+01 2.8849109132e+00 5.2603069046e-01 5.6922502070e-01
2.4481250353e+01 2.9034298600e+00 5.4902161983e-01 5.2346878173e-01
2.4516702186e+01 2.8999766695e+00 5.5015732522e-01 5.2120851612e-01
2.5000000000e+01 2.8529009814e+00 5.6469955412e-01 4.9039540000e-01
2.5252393104e+01 2.8283165974e+00 5.7229395696e-01 4.9039540000e-01
2.5339821997e+01 2.8198005744e+00 5.9272334278e-01 4.9039540000e-01
2.5579059408e+01 2.7964976224e+00 5.8819441973e-01 4.9039540000e-01
2.6101766614e+01 2.7159736732e+00 5.7829922527e-01 4.9039540000e-01
2.6600392027e+01 2.6594468913e+00 5.6885991515e-01 4.9039540000e-01
2.6737982224e+01 2.6438489477e+00 5.6577559183e-01 4.9039540000e-01
2.7220617382e+01 2.5844622452e+00 5.5495648621e-01 4.9039540000e-01
2.7491013106e+01 2.5633482873e+00 5.4889509624e-01 4.9039540000e-01
2.8165630843e+01 2.5106704927e+00 5.3976276466e-01 4.9039540000e-01
2.9006688220e+01 2.4304011060e+00 5.2837733193e-01 4.9039540000e-01
3.0020173939e+01 2.4050539687e+00 5.1465772876e-01 4.9039540000e-01
3.1313952346e+01 2.3726967503e+00 4.9035779138e-01 4.9039540000e-01
3.1783335368e+01 2.3672584999e+00 4.8154177004e-01 4.9039540000e-01
3.3211263566e+01 2.3507145887e+00 4.5278522224e-01 4.9039540000e-01
3.4834833206e+01 2.3319039846e+00 4.3451228938e-01 4.9039540000e-01
3.5943657054e+01 2.3501212479e+00 4.2203271152e-01 4.9039540000e-01
3.8674294435e+01 2.3949838652e+00 4.2531480018e-01 4.9039540000e-01
4.0044403940e+01 2.3810656553e+00 4.2696160284e-01 4.9039540000e-01
4.1645609888e+01 2.3647998601e+00 4.2511939611e-01 4.9039540000e-01
4.3490553718e+01 2.3056731841e+00 4.2299676603e-01 4.9039540000e-01
4.4603285673e+01 2.2782147472e+00 4.2171655451e-01 4.9039540000e-01
4.6300707792e+01 2.2363281474e+00 4.1936804670e-01 4.9039540000e-01
4.8585322092e+01 2.1913005707e+00 4.1620711549e-01 4.9039540000e-01
4.9679286105e+01 2.1913005707e+00 4.1469353616e-01 4.9039540000e-01
